"";"finessGeo";"rs";"statut";"university";"cso";"LAB_SOFFCO";"code_postal";"ville";"longitude";"latitude";"adresse";"code_dep";"lib_dep";"code_reg";"lib_reg"
"652";"330780206";"CLINIQUE D'ARCACHON";"private for profit";0;0;0;33164;"LA TESTE-DE-BUCH";"-1.145721505";"44.632722631";"AVENUE JEAN HAMEAU";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"653";"330780263";"POLYCLINIQUE BORDEAUX RIVE DROITE";"private for profit";0;0;0;33310;"LORMONT";"-0.521345896";"44.864865314";"24 RUE DES CAVAILLES";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"654";"330780271";"CLINIQUE DU SPORT DE BORDEAUX MERIGNAC";"private for profit";0;0;0;33700;"MERIGNAC";"-0.678620372";"44.817328623";"4 RUE GEORGES NEGREVERGNE";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"655";"330780354";"POLYCLINIQUE BORDEAUX CAUDERAN";"private for profit";0;0;0;33200;"BORDEAUX";"-0.624918193";"44.8593217";"19 RUE JUDE";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"656";"330780370";"LES FONTAINES DE MONJOUS - SSR";"private not-for-profit";0;0;0;33173;"GRADIGNAN";"-0.606655992";"44.77608128";"9 RUE FONTAINES DE MONJOUS";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"657";"330780446";"C.T.M.R. ST AUGUSTIN";"private for profit";0;0;0;33000;"BORDEAUX";"-0.604548018";"44.836336011";"106 AVENUE D'ARÈS";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"658";"330780453";"CENTRE D'HEMODIALYSE SAINT MARTIN";"private for profit";0;0;0;33608;"PESSAC";"-0.632791939";"44.790089196";"7 ALLEE DES TULIPES";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"659";"330780461";"ANTENNE D'AUTODIALYSE AURAD GRADIGNAN";"private for profit";0;0;0;33171;"GRADIGNAN";"-0.602377588";"44.789874446";"2 ALLEE DES DEMOISELLES";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"660";"330780479";"POLYCLINIQUE BX-NORD AQUITAINE";"private for profit";0;0;0;33300;"BORDEAUX";"-0.578414423";"44.863922706";"15 RUE CLAUDE BOUCHER";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"661";"330780487";"CLINIQUE OPHTALMOLOGIQUE THIERS";"private for profit";0;0;0;33100;"BORDEAUX";"-0.542357371";"44.851218603";"330 AVENUE THIERS";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"662";"330780495";"CLINIQUE MUTUALISTE DU MEDOC";"private not-for-profit";0;0;0;33340;"LESPARRE-MEDOC";"-0.937328879";"45.304125012";"64 RUE ARISTIDE BRIAND";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"663";"330780503";"HÔPITAL PRIVÉ SAINT-MARTIN";"private for profit";0;0;0;33608;"PESSAC";"-0.63077409";"44.790200395";"ALLEE DES TULIPES";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"664";"330780511";"CLINIQUE SAINTE ANNE";"private for profit";0;0;0;33210;"LANGON";"-0.23560691";"44.547584091";"ROUTE DE BRANNENS";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"665";"330780529";"CLINIQUE MUTUALISTE DE PESSAC";"private not-for-profit";0;0;0;33608;"PESSAC";"-0.630403295";"44.805813541";"46 AVENUE DU DR SCHWEITZER";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"666";"330780537";"HÔPITAL PRIVÉ WALLERSTEIN";"private not-for-profit";0;0;0;33740;"ARES";"-1.132503032";"44.756464599";"14 BOULEVARD JAVAL";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"667";"330781139";"CRF LA TOUR DE GASSIES";"private not-for-profit";0;0;0;33523;"BRUGES";"-0.621017031";"44.881936216";"RUE TOUR DE GASSIES";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"668";"330781303";"HÔPITAL D'INSTRUCTION DES ARMÉES ROBERT PICQUE";"public";0;0;0;33882;"VILLENAVE-D'ORNON";"-0.569849622";"44.799407784";"351 ROUTE DE TOULOUSE";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"669";"330781337";"HÔPITAL XAVIER ARNOZAN - CHU";"public";1;0;0;33604;"PESSAC";"-0.654475278";"44.786627285";"AVENUE DU HAUT LEVEQUE";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"670";"330781352";"HÔPITAL SAINT-ANDRE - CHU";"public";1;0;0;33075;"BORDEAUX";"-0.578290164";"44.833950845";"1 RUE JEAN BURGUET";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"671";"330781360";"GROUPEMENT HOSPITALIER PELLEGRIN - CHU";"public";1;0;0;33076;"BORDEAUX";"-0.60365384";"44.830101263";"PLACE AMELIE RABA LEON";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"672";"330781402";"NOUVELLE CLINIQUE BORDEAUX TONDU";"private for profit";0;0;1;33082;"BORDEAUX";"-0.587024312";"44.829306584";"143 RUE DU TONDU";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"673";"330782582";"POLYCLINIQUE JEAN VILLAR";"private for profit";0;0;0;33523;"BRUGES";"-0.611401884";"44.88578254";"56 AVENUE MARYSE BASTIE";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"674";"330783374";"CENTRE D'HEMODIALYSE PBNA";"private for profit";0;0;0;33300;"BORDEAUX";"-0.578414423";"44.863922706";"15 RUE CLAUDE BOUCHER";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"675";"330783648";"HÔPITAL HAUT-LEVEQUE - CHU";"public";1;1;0;33604;"PESSAC";"-0.662946866";"44.778740716";"AVENUE DE MAGELLAN";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"676";"330795295";"ANTENNE D'AUTODIALYSE CADDD - ST PIERRE DE MONS";"private for profit";0;0;0;33210;"SAINT-PIERRE-DE-MONS";"-0.207379716";"44.558805363";"4 LOTISSEMENT LE CLOS DE MONS";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"677";"330795303";"ANTENNE D'AUTODIALYSE CADDD - CENON";"private for profit";0;0;0;33150;"CENON";"-0.532446024";"44.852165524";"73 COURS VICTOR HUGO";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"678";"330802364";"ANTENNE D'AUTODIALYSE CADDD - ARCACHON";"private for profit";0;0;0;33120;"ARCACHON";"-1.1533245";"44.650909099";"36 RUE SAINT ELME";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"679";"330802752";"CENTRE JEAN ABADIE - CHU";"public";1;0;0;33077;"BORDEAUX";"-0.57507827";"44.823888323";"89 RUE DES SABLIERES";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"680";"330804501";"CH DE BAZAS";"public";0;0;0;33430;"BAZAS";"-0.205769591";"44.433763336";"4 CHEMIN DIT DE MARMANDE";"33";"GIRONDE";"75";"NOUVELLE-AQUITAINE"
"681";"340000025";"INSTITUT SAINT PIERRE";"private not-for-profit";0;0;0;34250;"PALAVAS-LES-FLOTS";"3.9235794597";"43.524614062";"371 AVENUE DE L'EVECHE DE MAGUELONE";"34";"HÉRAULT";"76";"OCCITANIE"
"682";"340000033";"CH BEZIERS";"public";0;0;1;34525;"BEZIERS";"3.2543031885";"43.339668235";"2 RUE VALENTIN HAUY";"34";"HÉRAULT";"76";"OCCITANIE"
"683";"340000173";"CH PEZENAS";"public";0;0;0;34120;"PEZENAS";"3.4188922811";"43.459915737";"22 RUE HENRI REBOUL";"34";"HÉRAULT";"76";"OCCITANIE"
"684";"340000207";"INSTITUT DU CANCER DE MONTPELLIER";"public";0;0;0;34298;"MONTPELLIER";"3.8398757985";"43.643780513";"208 RUE DES APOTHICAIRES";"34";"HÉRAULT";"76";"OCCITANIE"
"685";"340000215";"CH LODEVE";"public";0;0;0;34702;"LODEVE";"3.3161902304";"43.731093993";"13 BOULEVARD PASTEUR";"34";"HÉRAULT";"76";"OCCITANIE"
"686";"340000223";"HÔPITAL ST CLAIR HBT SETE";"public";0;0;0;34207;"SETE";"3.6657689157";"43.406786541";"BOULEVARD CAMILLE BLANC";"34";"HÉRAULT";"76";"OCCITANIE"
"687";"340000231";"CH POLE DE SANTÉ DE LUNEL";"public";0;0;0;34403;"LUNEL";"4.1232247347";"43.663773679";"CHEMIN DES ALICANTES";"34";"HÉRAULT";"76";"OCCITANIE"
"688";"340000249";"CH CLERMONT L'HERAULT";"public";0;0;0;34800;"CLERMONT-L'HERAULT";"3.4370543273";"43.626521176";"COURS CHICANE";"34";"HÉRAULT";"76";"OCCITANIE"
"689";"340008275";"CENTRE ANTONIN BALMES CHU MONTPELLIER";"public";1;0;0;34295;"MONTPELLIER";"3.8581119804";"43.627809952";"39 AVENUE CHARLES FLAHAULT";"34";"HÉRAULT";"76";"OCCITANIE"
"690";"340009539";"CENTRE D'HEMODIALYSE AMBULATOIRE SAINT GUILHEM";"private for profit";0;0;0;34204;"SETE";"3.6623415462";"43.413492127";"BASSIN DE THAU";"34";"HÉRAULT";"76";"OCCITANIE"
"691";"340009885";"POLYCLINIQUE CHAMPEAU";"private for profit";0;0;0;34535;"BEZIERS";"3.2269172194";"43.346035337";"32 AVENUE ENSEIGNE ALBERTINI";"34";"HÉRAULT";"76";"OCCITANIE"
"692";"340013119";"AIDER UAD DE GRABELS";"private for profit";0;0;0;34790;"GRABELS";"3.8312358537";"43.646969358";"805 RUE DE LA VALSIERE";"34";"HÉRAULT";"76";"OCCITANIE"
"693";"340013168";"AIDER UDSA CLINIQUE JACQUES MIROUZE";"private for profit";0;0;0;34090;"MONTPELLIER";"3.9039640063";"43.620266607";"191 AVENUE DU DOYEN GASTON GIRAUD";"34";"HÉRAULT";"76";"OCCITANIE"
"694";"340013218";"AIDER UAD DE GANGES";"private for profit";0;0;0;34190;"GANGES";"3.7031253899";"43.932551314";"2 PLACE JOSEPH BOUDOURESQUES";"34";"HÉRAULT";"76";"OCCITANIE"
"695";"340013259";"AIDER UAD DE BEDARIEUX";"private for profit";0;0;0;34600;"BEDARIEUX";"3.1482381316";"43.605065269";"ROUTE DE ST PONS";"34";"HÉRAULT";"76";"OCCITANIE"
"696";"340013309";"AIDER UAD DE CLERMONT L'HERAULT";"private for profit";0;0;0;34800;"CLERMONT-L'HERAULT";"3.4370543273";"43.626521176";"COURS CHICANE";"34";"HÉRAULT";"76";"OCCITANIE"
"697";"340013358";"AIDER UAD DE BOUZIGUES";"private for profit";0;0;0;34140;"BOUZIGUES";"3.6550969297";"43.451422019";"28 AVENUE ALFRED BOUAT";"34";"HÉRAULT";"76";"OCCITANIE"
"698";"340013499";"AIDER UAD DE VILLENEUVE LES BEZIERS";"private for profit";0;0;0;34420;"VILLENEUVE-LES-BEZIERS";"3.278680423";"43.316344756";"RUE LOUIS DARDE";"34";"HÉRAULT";"76";"OCCITANIE"
"699";"340015502";"CLINIQUE LE MILLENAIRE";"private for profit";0;0;0;34960;"MONTPELLIER";"3.9142832189";"43.60248961";"220 BOULEVARD PENELOPE";"34";"HÉRAULT";"76";"OCCITANIE"
"700";"340015965";"SAS POLYCLINIQUE SAINT PRIVAT";"private for profit";0;0;0;34760;"BOUJAN-SUR-LIBRON";"3.2545442808";"43.366350027";"10 RUE DE LA MARGERIDE";"34";"HÉRAULT";"76";"OCCITANIE"
"701";"340015999";"NEPHROCARE BEZIERS";"private for profit";0;0;0;34500;"BEZIERS";"3.2559383559";"43.341526549";"130 RUE COLONEL DIMITRI AMILAKVARI";"34";"HÉRAULT";"76";"OCCITANIE"
"702";"340016005";"AUTODIALYSE DE LUNEL NEPHROCARE LUNEL";"private for profit";0;0;0;34400;"LUNEL";"4.1232247347";"43.663773679";"CHEMIN DES ALICANTES";"34";"HÉRAULT";"76";"OCCITANIE"
"703";"340017292";"DIALYSE ST GUILHEM AGDE";"private for profit";0;0;0;34300;"AGDE";"3.4846136958";"43.298867649";"28 RUE RAYMOND ARIS";"34";"HÉRAULT";"76";"OCCITANIE"
"704";"340019603";"GCS HEMODIALYSE LAPEYRONIE";"private for profit";0;0;0;34000;"MONTPELLIER";"3.8512119";"43.6301486";"191 AVENUE DU DOYEN GASTON GIRAUD";"34";"HÉRAULT";"76";"OCCITANIE"
"705";"340020221";"AIDER DIALYSE A DOMICILE";"private for profit";0;0;0;34790;"GRABELS";"3.8314247148";"43.648029729";"787 RUE DE LA VALSIERE";"34";"HÉRAULT";"76";"OCCITANIE"
"706";"340022763";"CHU MTP SMUR ANTENNE LUNEL";"public";1;0;0;34403;"LUNEL";"4.1319314219";"43.675310106";"141 PLACE DE LA REPUBLIQUE";"34";"HÉRAULT";"76";"OCCITANIE"
"707";"340022771";"CHU MTP SMUR ANTENNE GANGES";"public";1;0;0;34190;"GANGES";"3.7028126331";"43.932436328";"13 PLACE JOSEPH BOUDOURESQUES";"34";"HÉRAULT";"76";"OCCITANIE"
"708";"340022979";"POLYCLINIQUE ST ROCH";"private for profit";0;0;0;34075;"MONTPELLIER";"3.876269239";"43.610577306";"560 AVENUE DU COLONEL ANDRE PAVELET";"34";"HÉRAULT";"76";"OCCITANIE"
"709";"340023142";"NEPHROCARE MILLLENAIRE UDM";"private for profit";0;0;0;34960;"MONTPELLIER";"3.9142832189";"43.60248961";"220 BOULEVARD PENELOPE";"34";"HÉRAULT";"76";"OCCITANIE"
"710";"340024314";"CLINIQUE ST JEAN SUD DE FRANCE";"private for profit";0;0;0;NA;NA;NA;NA;NA;"34";"HÉRAULT";"76";"OCCITANIE"
"711";"340024553";"AIDER SANTÉ UAD ST JEAN";"private for profit";0;0;0;NA;NA;NA;NA;NA;"34";"HÉRAULT";"76";"OCCITANIE"
"712";"340025279";"CHU MTP PF TELEPHONE SAMU VAILHAUQUES";"public";1;0;0;NA;NA;NA;NA;NA;"34";"HÉRAULT";"76";"OCCITANIE"
"713";"340027739";"CHU MTP SMUR ANTENNE CLERMONT HERAULT";"public";1;0;0;NA;NA;NA;NA;NA;"34";"HÉRAULT";"76";"OCCITANIE"
"714";"340780139";"CLINIQUE DU DR. CAUSSE";"private for profit";0;0;0;34440;"COLOMBIERS";"3.1444945163";"43.313314844";"2 TRAVERSE DE BEZIERS";"34";"HÉRAULT";"76";"OCCITANIE"
"715";"340780147";"POLYCLINIQUE DES 3 VALLEES";"private for profit";0;0;0;34600;"BEDARIEUX";"3.1503014692";"43.60808566";"4 ROUTE DE ST PONS";"34";"HÉRAULT";"76";"OCCITANIE"
"716";"340780154";"POLYCLINIQUE PASTEUR";"private for profit";0;0;0;34120;"PEZENAS";"3.4234116866";"43.456416393";"3 RUE PASTEUR";"34";"HÉRAULT";"76";"OCCITANIE"
"717";"340780436";"HÔPITAL ST LOUP HBT AGDE";"public";0;0;0;34300;"AGDE";"3.4828697051";"43.299460181";"BOULEVARD DES HELLENES";"34";"HÉRAULT";"76";"OCCITANIE"
"718";"340780444";"CH BEDARIEUX";"public";0;0;0;34600;"BEDARIEUX";"3.1612033749";"43.618714361";"AVENUE NOEMIE BERTHOMIEU";"34";"HÉRAULT";"76";"OCCITANIE"
"719";"340780485";"CHS LA COLOMBIERE CHU MONTPELLIER";"public";1;0;0;34090;"MONTPELLIER";"3.8581119804";"43.627809952";"39 AVENUE CHARLES FLAHAULT";"34";"HÉRAULT";"76";"OCCITANIE"
"720";"340780568";"CLINIQUE DU SOUFFLE LA VALONIE";"private for profit";0;0;0;34700;"LODEVE";"3.3044214354";"43.732549293";"800 AVENUE JOSEPH VALLOT";"34";"HÉRAULT";"76";"OCCITANIE"
"721";"340780642";"CLINIQUE BEAU SOLEIL";"private not-for-profit";0;0;0;34070;"MONTPELLIER";"3.8500254503";"43.610434827";"119 AVENUE DE LODEVE";"34";"HÉRAULT";"76";"OCCITANIE"
"722";"340780667";"CLINIQUE DU PARC";"private for profit";0;0;0;34171;"CASTELNAU-LE-LEZ";"3.8913952212";"43.635613679";"50 RUE EMILE COMBES";"34";"HÉRAULT";"76";"OCCITANIE"
"723";"340780675";"CLINIQUE CLEMENTVILLE";"private for profit";0;0;0;34000;"MONTPELLIER";"3.8523557782";"43.613080051";"25 RUE DE CLEMENTVILLE";"34";"HÉRAULT";"76";"OCCITANIE"
"724";"340780717";"CLINIQUE SAINT- LOUIS";"private for profit";0;0;0;34190;"GANGES";"3.7028126331";"43.932436328";"13 PLACE JOSEPH BOUDOURESQUES";"34";"HÉRAULT";"76";"OCCITANIE"
"725";"340780725";"CLINIQUE VIA DOMITIA POLE DE SANTÉ";"private for profit";0;0;0;34400;"LUNEL";"4.1232247347";"43.663773679";"CHEMIN DES ALICANTES";"34";"HÉRAULT";"76";"OCCITANIE"
"726";"340780741";"POLYCLINIQUE SAINTE THERESE";"private for profit";0;0;1;34200;"SETE";"3.7038201534";"43.408399273";"6 QUAI DU MAS COULET";"34";"HÉRAULT";"76";"OCCITANIE"
"727";"340780840";"NEPHROCARE CASTELNAU LE PARC";"private for profit";0;0;0;34170;"CASTELNAU-LE-LEZ";"3.8909693679";"43.634519362";"48 RUE EMILE COMBES";"34";"HÉRAULT";"76";"OCCITANIE"
"728";"340781608";"MSM MAS DE ROCHET";"private not-for-profit";0;0;0;34172;"CASTELNAU-LE-LEZ";"3.9057835084";"43.625677477";"563 AVENUE GEORGES FRECHE";"34";"HÉRAULT";"76";"OCCITANIE"
"729";"340782036";"HÔPITAL ST ELOI CHU MONTPELLIER";"public";1;1;0;34295;"MONTPELLIER";"3.8611946167";"43.62933329";"80 AVENUE AUGUSTIN FLICHE";"34";"HÉRAULT";"76";"OCCITANIE"
"730";"340782085";"HÔPITAL GUI DE CHAULIAC CHU MTP";"public";1;1;0;34295;"MONTPELLIER";"3.8611946167";"43.62933329";"80 AVENUE AUGUSTIN FLICHE";"34";"HÉRAULT";"76";"OCCITANIE"
"731";"340785161";"HÔPITAL LAPEYRONIE CHU MONTPELLIER";"public";1;0;0;34295;"MONTPELLIER";"3.9039640063";"43.620266607";"371 AVENUE DU DOYEN GASTON GIRAUD";"34";"HÉRAULT";"76";"OCCITANIE"
"732";"340796663";"HÔPITAL ARNAUD DE VILLENEUVE CHU MPT";"public";1;0;0;34295;"MONTPELLIER";"3.9039640063";"43.620266607";"371 AVENUE DU DOYEN GASTON GIRAUD";"34";"HÉRAULT";"76";"OCCITANIE"
"733";"350000063";"HÔPITAL ST THOMAS DE VILLENEUVE BAIN DE BRETAGNE";"private not-for-profit";0;0;0;35470;"BAIN-DE-BRETAGNE";"-1.681398881";"47.840110392";"2 RUE HIPPOLYTE FILLIOUX";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"734";"350000071";"HÔPITAL LA PROVIDENCE GARDINER DINARD";"private not-for-profit";0;0;0;35800;"DINARD";"-2.06586372";"48.63262242";"1 RUE HENRI DUNANT";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"735";"350000121";"CH PRIVÉ ST-GREGOIRE";"private for profit";0;1;1;35768;"SAINT-GREGOIRE";"-1.687054462";"48.145069587";"6 BOULEVARD DE LA BOUTIERE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"736";"350000139";"CLINIQUE MUTUALISTE LA SAGESSE RENNES";"private not-for-profit";0;0;0;35043;"RENNES";"-1.711701767";"48.100844483";"4 PLACE ST GUENOLE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"737";"350000147";"CH SAINT-MALO";"public";0;0;0;35403;"SAINT-MALO";"-2.009280833";"48.636586584";"1 RUE DE LA MARNE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"738";"350000154";"CH FOUGERES";"public";0;0;0;35305;"FOUGERES";"-1.193473264";"48.358435197";"133 RUE DE LA FORET";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"739";"350000162";"CHIRC SITE REDON";"public";0;0;0;35603;"REDON";"-2.080789879";"47.653968186";"8 AVENUE ETIENNE GASCON";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"740";"350000188";"CH VITRE";"public";0;0;0;35506;"VITRE";"-1.235481464";"48.123032913";"30 ROUTE DE RENNES";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"741";"350000196";"CLINIQUE DE LA COTE D'EMERAUDE";"private for profit";0;0;0;35400;"SAINT-MALO";"-1.984642398";"48.625634178";"1 RUE DE LA MAISON NEUVE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"742";"350000204";"CLINIQUE ST JOSEPH COMBOURG";"private not-for-profit";0;0;0;35270;"COMBOURG";"-1.72720312";"48.4124125";"LES RIVIERES";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"743";"350000212";"CH LA GUERCHE DE BGNE";"public";0;0;0;35130;"LA GUERCHE-DE-BRETAGNE";"-1.242400897";"47.945087073";"63 FAUBOURG DE RENNES";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"744";"350000410";"CH DE LA ROCHE AUX FÉES JANZE";"public";0;0;0;35150;"JANZE";"-1.499248593";"47.962638406";"RUE ARMAND JOUAULT";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"745";"350000436";"CH DE BROCELIANDE SITE DE MONFORT";"public";0;0;0;35162;"MONTFORT-SUR-MEU";"-1.951737112";"48.137922047";"33 RUE SAINT NICOLAS";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"746";"350000444";"CH DES MARCHES DE BRETAGNE - ANTRAIN";"public";0;0;0;35560;"ANTRAIN";"-1.480447492";"48.45656588";"9 RUE DE FOUGERES";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"747";"350000741";"CHRU RENNES SITE PONTCHAILLOU";"public";1;0;0;35000;"RENNES";"-1.696849698";"48.108928862";"2 RUE HENRI LE GUILLOUX";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"748";"350002200";"CLINIQUE ST YVES RENNES";"private not-for-profit";0;0;0;35000;"RENNES";"-1.661887611";"48.101222729";"4 RUE ADOLPHE LERAY";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"749";"350002804";"DIALYSE A DOMICILE AUB SANTÉ";"private for profit";0;0;0;35760;"SAINT-GREGOIRE";"-1.688133679";"48.143268902";"1 BOULEVARD DE LA BOUTERIE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"750";"350002812";"CRLCC E. MARQUIS";"public";0;0;0;35000;"RENNES";"-1.702505028";"48.121350397";"5 RUE BATAILLE FLANDRES-DUNKERQUE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"751";"350005021";"POLE GERIATRIQUE RENNAIS";"private not-for-profit";0;0;0;35571;"CHANTEPIE";"-1.613521095";"48.085649632";"100 AVENUE ANDRE BONNIN";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"752";"350005146";"HÔPITAL PRIVÉ SEVIGNE";"private for profit";0;0;0;35576;"CESSON-SEVIGNE";"-1.62678488";"48.130352023";"3 RUE DU CHENE GERMAIN";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"753";"350006771";"CHRU RENNES SITE LA TAUVRAIS";"public";1;0;0;35000;"RENNES";"-1.659343174";"48.138290243";"RUE DE LA TAUVRAIS";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"754";"350007084";"CHRU RENNES SITE HÔPITAL SUD";"public";1;0;0;35000;"RENNES";"-1.654049428";"48.084504934";"16 BOULEVARD DE BULGARIE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"755";"350030763";"UNITÉ DIALYSE SAINT MALO AUB SANTÉ";"private for profit";0;0;0;35400;"SAINT-MALO";"-2.009455523";"48.62634937";"78 BOULEVARD DU ROSAIS";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"756";"350032934";"UNITÉ DIALYSE PONTCHAILLOU RENNES AUB";"private for profit";0;0;0;35000;"RENNES";"-1.69782628";"48.109466831";"RUE HENRI LE GUILLOUX";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"757";"350040044";"UNITÉ DIALYSE BROUSSAIS SAINT MALO AUB";"private for profit";0;0;0;35400;"SAINT-MALO";"-2.009280833";"48.636586584";"1 RUE DE LA MARNE";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"758";"350041059";"UNITÉ D'AUTODIALYSE DINARD - AUB";"private for profit";0;0;0;35800;"DINARD";"-2.06586372";"48.63262242";"1 RUE HENRI DUNANT";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"759";"350042131";"UNITÉ DIALYSE REDON - AUB";"private for profit";0;0;0;35600;"REDON";"-2.0790099";"47.6554519";"10 AVENUE ETIENNE GASCON";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"760";"350042602";"UNITÉ DIALYSE FOUGERES AUB";"private for profit";0;0;0;35300;"FOUGERES";"-1.192063441";"48.363134071";"2 RUE MELOUIN";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"761";"350046751";"UNITÉ DIALYSE MONTGERMONT AUB";"private for profit";0;0;0;35760;"MONTGERMONT";"-1.713070746";"48.152090752";"19 RUE JEAN JAURES";"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"762";"350053013";"CHU RENNES SITE SAINT LAURENT";"public";1;0;0;NA;NA;NA;NA;NA;"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"763";"350053930";"UNITÉ DIALYSE VITRÉ AUB SANTÉ";"private for profit";0;0;0;NA;NA;NA;NA;NA;"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"764";"350054680";"POLYCLINQUE SAINT LAURENT";"private not-for-profit";0;0;0;NA;NA;NA;NA;NA;"35";"ILLE-ET-VILAINE";"53";"BRETAGNE"
"765";"360000038";"CH LA TOUR BLANCHE - ISSOUDUN";"public";0;0;0;36105;"ISSOUDUN";"1.9967762206";"46.957769348";"AVENUE JEAN BONNEFONT";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
"766";"360000129";"CLINIQUE ST FRANCOIS";"private for profit";0;0;0;36006;"CHATEAUROUX";"1.696831517";"46.815436506";"22 AVENUE MARCEL LEMOINE";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
"767";"360000137";"CH CHATEAUROUX";"public";0;0;0;36019;"CHATEAUROUX";"1.697967032";"46.798744861";"216 AVENUE DE VERDUN";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
"768";"360000145";"CH LA CHATRE";"public";0;0;0;36400;"LA CHATRE";"1.9849393079";"46.568373338";"40 RUE DES OISEAUX";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
"769";"360000160";"CH DU BLANC";"public";0;0;0;36300;"LE BLANC";"1.0581896242";"46.632909327";"5 RUE PIERRE MILON";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
"770";"360000962";"CENTRE NÉPHROLOGIQUE CHATEAUROUX-CH ISSOUDUN";"private for profit";0;0;0;36100;"ISSOUDUN";"1.9967762206";"46.957769348";"AVENUE JEAN BONNEFONT";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
"771";"360002133";"RE NEPHRO CHATEAUROUX-AV.KENNEDY";"private for profit";0;0;0;36000;"CHATEAUROUX";"1.692230596";"46.797905311";"131 AVENUE JOHN KENNEDY";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
"772";"360002232";"CENTRE DE CONVALESCENCE ET DIÉTÉTIQUE MANOIR EN BERRY";"private for profit";0;0;0;36160;"POULIGNY-NOTRE-DAME";"2.0040405277";"46.48562148";"7 RUE DU GOLF";"36";"INDRE";"24";"CENTRE-VAL DE LOIRE"
