"finessGeoDP","rs","codeGeo","lib_com","NB_pts","PCT_pts","PCT_CUM_pts"
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","12100","MILLAU",25,2.2,31.5
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34570","PIGNAN",22,2,33.5
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34130","MAUGUIO",20,1.8,35.3
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34150","GIGNAC",20,1.8,37.1
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34170","CASTELNAU-LE-LEZ",20,1.8,38.9
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34230","PAULHAN",18,1.6,42.1
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34160","CASTRIES",18,1.6,40.5
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34110","FRONTIGNAN",17,1.5,43.6
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34C02","LODEVE",17,1.5,45.1
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34980","SAINT-GÉLY-DU-FESC",15,1.3,46.4
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34430","SAINT-JEAN-DE-VÉDAS",13,1.2,47.6
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34560","POUSSAN",11,1,50.6
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34140","MÈZE",11,1,48.6
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER","34290","SERVIAN",11,1,49.6
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35000","RENNES",169,11.2,11.2
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35150","JANZÉ",38,2.5,13.7
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35500","VITRÉ",35,2.3,16
"350000121","CH PRIVÃ‰ ST-GREGOIRE","53000","LAVAL",30,2,18
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35580","GUICHEN",28,1.9,19.9
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35C02","MAEN ROCH",27,1.8,21.7
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35310","MORDELLES",25,1.7,23.4
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35190","TINTÉNIAC",24,1.6,25
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35230","NOYAL-CHÂTILLON-SUR-SEICHE",21,1.4,26.4
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35590","SAINT-GILLES",21,1.4,29.2
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35470","BAIN-DE-BRETAGNE",21,1.4,27.8
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35410","CHÂTEAUGIRON",20,1.3,30.5
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35220","CHÂTEAUBOURG",19,1.3,33.1
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35340","LIFFRÉ",19,1.3,34.4
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35740","PACÉ",19,1.3,35.7
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35133","LÉCOUSSE",19,1.3,31.8
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35360","MONTAUBAN-DE-BRETAGNE",18,1.2,39.3
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35290","SAINT-MÉEN-LE-GRAND",18,1.2,38.1
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35830","BETTON",18,1.2,41.7
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35760","SAINT-GRÉGOIRE",18,1.2,40.5
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35250","SAINT-AUBIN-D'AUBIGNÉ",18,1.2,36.9
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35320","CREVIN",17,1.1,45
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35140","SAINT-AUBIN-DU-CORMIER",17,1.1,42.8
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35160","MONTFORT-SUR-MEU",17,1.1,43.9
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35300","FOUGÈRES",16,1.1,47.2
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35270","COMBOURG",16,1.1,46.1
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35680","BAIS",16,1.1,48.3
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35131","CHARTRES-DE-BRETAGNE",15,1,49.3
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35136","SAINT-JACQUES-DE-LA-LANDE",15,1,50.3
"350000121","CH PRIVÃ‰ ST-GREGOIRE","56380","GUER",14,0.9,54.8
"350000121","CH PRIVÃ‰ ST-GREGOIRE","44110","CHÂTEAUBRIANT",14,0.9,53.9
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35370","ARGENTRÉ-DU-PLESSIS",14,0.9,52.1
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35550","PIPRIAC",14,0.9,53
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35210","CHÂTILLON-EN-VENDELAIS",14,0.9,51.2
"350000121","CH PRIVÃ‰ ST-GREGOIRE","53410","SAINT-PIERRE-LA-COUR",13,0.9,60.2
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35520","MELESSE",13,0.9,58.4
"350000121","CH PRIVÃ‰ ST-GREGOIRE","53500","ERNEE",13,0.9,61.1
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35850","GÉVEZÉ",13,0.9,59.3
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35130","LA GUERCHE-DE-BRETAGNE",13,0.9,55.7
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35490","SENS-DE-BRETAGNE",13,0.9,57.5
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35440","MONTREUIL-SUR-ILLE",13,0.9,56.6
"350000121","CH PRIVÃ‰ ST-GREGOIRE","53300","AMBRIERES LES VALLEES",12,0.8,61.9
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35135","CHANTEPIE",11,0.7,62.6
"350000121","CH PRIVÃ‰ ST-GREGOIRE","53100","MAYENNE",11,0.7,64
"350000121","CH PRIVÃ‰ ST-GREGOIRE","35600","REDON",11,0.7,63.3
"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES","35000","RENNES",17,8.8,8.8
"350000147","GHRE - SITE SAINT MALO BROUSSAIS","35400","SAINT-MALO",63,29.7,29.7
"350000147","GHRE - SITE SAINT MALO BROUSSAIS","35120","DOL-DE-BRETAGNE",30,14.2,43.9
"350000147","GHRE - SITE SAINT MALO BROUSSAIS","35350","SAINT-MÉLOIR-DES-ONDES",20,9.4,53.3
"350000147","GHRE - SITE SAINT MALO BROUSSAIS","35540","MINIAC-MORVAN",13,6.1,59.4
"350000741","CHRU RENNES SITE PONTCHAILLOU","35000","RENNES",12,8,8
"360000129","CLINIQUE ST FRANCOIS","36000","CHATEAUROUX",56,27.1,27.1
"360000129","CLINIQUE ST FRANCOIS","36120","ARDENTES",17,8.2,35.3
"360000129","CLINIQUE ST FRANCOIS","36100","ISSOUDUN",13,6.3,41.6
"360000129","CLINIQUE ST FRANCOIS","36130","DEOLS",13,6.3,47.9
"360000129","CLINIQUE ST FRANCOIS","36500","BUZANÇAIS",11,5.3,53.2
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37000","TOURS",103,15.6,15.6
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37230","FONDETTES",24,3.6,22.8
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37110","CHATEAU RENAULT",24,3.6,19.2
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37300","JOUÉ-LÈS-TOURS",23,3.5,26.3
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37700","SAINT-PIERRE-DES-CORPS",21,3.2,35.9
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37390","NOTRE-DAME-D'OÉ",21,3.2,32.7
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37210","VOUVRAY",21,3.2,29.5
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37360","NEUILLÉ-PONT-PIERRE",20,3,38.9
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37380","MONNAIE",19,2.9,41.8
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","41100","VENDOME",16,2.4,44.2
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37530","NAZELLES-NÉGRON",15,2.3,46.5
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37540","SAINT-CYR-SUR-LOIRE",14,2.1,50.7
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37130","LANGEAIS",14,2.1,48.6
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37250","VEIGNÉ",13,2,52.7
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37330","CHÂTEAU-LA-VALLIÈRE",13,2,54.7
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37520","LA RICHE",13,2,56.7
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37270","MONTLOUIS-SUR-LOIRE",12,1.8,58.5
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37400","AMBOISE",12,1.8,60.3
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","41800","MONTOIRE SUR LE LOIR",12,1.8,62.1
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +","37340","AMBILLOU",11,1.7,63.8
"370004467","CHRU TROUSSEAU - CHAMBRAY","37000","TOURS",41,18.6,18.6
"370004467","CHRU TROUSSEAU - CHAMBRAY","37300","JOUÉ-LÈS-TOURS",13,5.9,24.5
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI","37000","TOURS",24,10.9,10.9
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI","37300","JOUÉ-LÈS-TOURS",21,9.5,20.4
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI","37260","MONTS",14,6.3,26.7
"380000067","HÃ”PITAL NORD - CHU38","38000","GRENOBLE",78,16.1,16.1
"380000067","HÃ”PITAL NORD - CHU38","38400","ST MARTIN D HERES",22,4.6,25.3
"380000067","HÃ”PITAL NORD - CHU38","38130","ÉCHIROLLES",22,4.6,20.7
"380000067","HÃ”PITAL NORD - CHU38","38260","LA COTE ST ANDRE",20,4.1,29.4
"380000067","HÃ”PITAL NORD - CHU38","38500","VOIRON",16,3.3,32.7
"380000067","HÃ”PITAL NORD - CHU38","38140","RIVES",13,2.7,35.4
"380000067","HÃ”PITAL NORD - CHU38","38530","PONTCHARRA",13,2.7,38.1
"380000067","HÃ”PITAL NORD - CHU38","38600","FONTAINE",13,2.7,40.8
"380000174","CH LUCIEN HUSSEL DE VIENNE","38200","VIENNE",43,21.9,21.9
"380000174","CH LUCIEN HUSSEL DE VIENNE","38550","LE PEAGE DE ROUSSILLON",21,10.7,32.6
"380000174","CH LUCIEN HUSSEL DE VIENNE","38780","PONT-ÉVÊQUE",19,9.7,42.3
"380000174","CH LUCIEN HUSSEL DE VIENNE","38150","ROUSSILLON",18,9.2,51.5
"380000174","CH LUCIEN HUSSEL DE VIENNE","38270","BEAUREPAIRE",11,5.6,57.1
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE","38000","GRENOBLE",51,17.1,17.1
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE","38600","FONTAINE",18,6,23.1
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE","38130","ÉCHIROLLES",14,4.7,32.5
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE","38120","SAINT-ÉGRÈVE",14,4.7,27.8
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE","38400","ST MARTIN D HERES",14,4.7,37.2
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38300","BOURGOIN-JALLIEU",57,16.1,16.1
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38080","L'ISLE-D'ABEAU",39,11,27.1
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38110","LA TOUR-DU-PIN",37,10.4,37.5
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38090","VILLEFONTAINE",28,7.9,45.4
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38490","LES ABRETS EN DAUPHINÉ",27,7.6,53
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38510","MORESTEL",17,4.8,57.8
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38440","SAINT-JEAN-DE-BOURNAY",16,4.5,62.3
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38460","CRÉMIEU",12,3.4,65.7
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38630","LES AVENIÈRES VEYRINS-THUELLIN",12,3.4,69.1
"380780197","CLINIQUE SAINT VINCENT DE PAUL","38690","LE GRAND LEMPS",11,3.1,72.2
"380785956","CLINIQUE DES CEDRES","38000","GRENOBLE",70,6.1,6.1
"380785956","CLINIQUE DES CEDRES","38130","ÉCHIROLLES",43,3.8,9.9
"380785956","CLINIQUE DES CEDRES","69100","VILLEURBANNE",34,3,15.9
"380785956","CLINIQUE DES CEDRES","38400","ST MARTIN D HERES",34,3,12.9
"380785956","CLINIQUE DES CEDRES","38500","VOIRON",31,2.7,18.6
"380785956","CLINIQUE DES CEDRES","69008","LYON 8E ARRONDISSEMENT",25,2.2,20.8
"380785956","CLINIQUE DES CEDRES","38140","RIVES",20,1.7,22.5
"380785956","CLINIQUE DES CEDRES","38120","SAINT-ÉGRÈVE",19,1.7,24.2
"380785956","CLINIQUE DES CEDRES","38220","VIZILLE",19,1.7,25.9
"380785956","CLINIQUE DES CEDRES","38210","TULLINS",18,1.6,27.5
"380785956","CLINIQUE DES CEDRES","69120","VAULX-EN-VELIN",18,1.6,29.1
"380785956","CLINIQUE DES CEDRES","38320","EYBENS",17,1.5,30.6
"380785956","CLINIQUE DES CEDRES","38800","LE PONT DE CLAIX",17,1.5,32.1
"380785956","CLINIQUE DES CEDRES","38600","FONTAINE",16,1.4,33.5
"380785956","CLINIQUE DES CEDRES","38300","BOURGOIN-JALLIEU",15,1.3,34.8
"380785956","CLINIQUE DES CEDRES","38190","VILLARD-BONNOT",14,1.2,36
"380785956","CLINIQUE DES CEDRES","69150","DÉCINES-CHARPIEU",14,1.2,37.2
"380785956","CLINIQUE DES CEDRES","69330","MEYZIEU",13,1.1,40.5
"380785956","CLINIQUE DES CEDRES","38590","SAINT-ÉTIENNE-DE-SAINT-GEOIRS",13,1.1,39.4
"380785956","CLINIQUE DES CEDRES","38350","LA MURE D ISERE",13,1.1,38.3
"380785956","CLINIQUE DES CEDRES","38430","MOIRANS",12,1,42.5
"380785956","CLINIQUE DES CEDRES","38330","SAINT-ISMIER",12,1,41.5
"380785956","CLINIQUE DES CEDRES","38570","LE CHEYLAS",11,1,45.5
"380785956","CLINIQUE DES CEDRES","38170","SEYSSINET PARISET",11,1,43.5
"380785956","CLINIQUE DES CEDRES","38760","VARCES-ALLIÈRES-ET-RISSET",11,1,46.5
"380785956","CLINIQUE DES CEDRES","38340","VOREPPE",11,1,44.5
"400000105","CH DAX","40100","DAX",48,10.9,10.9
"400000105","CH DAX","40990","SAINT-PAUL-LÈS-DAX",45,10.2,21.1
"400000105","CH DAX","40180","NARROSSE",41,9.3,30.4
"400000105","CH DAX","40200","MIMIZAN",24,5.4,35.8
"400000105","CH DAX","40300","PEYREHORADE",22,5,40.8
"400000105","CH DAX","40380","GAMARDE-LES-BAINS",21,4.8,45.6
"400000105","CH DAX","40230","SAINT-VINCENT-DE-TYROSSE",16,3.6,49.2
"400000105","CH DAX","40465","PONTONX-SUR-L'ADOUR",16,3.6,52.8
"400000105","CH DAX","64300","ORTHEZ",14,3.2,65.6
"400000105","CH DAX","40400","TARTAS",14,3.2,62.4
"400000105","CH DAX","40260","CASTETS",14,3.2,59.2
"400000105","CH DAX","40000","MONT-DE-MARSAN",14,3.2,56
"400000105","CH DAX","40140","SOUSTONS",12,2.7,68.3
"400000105","CH DAX","40370","RION-DES-LANDES",12,2.7,71
"400000105","CH DAX","40090","SAINT-PERDON",11,2.5,73.5
"400000105","CH DAX","40250","MUGRON",11,2.5,76
"410000020","CH BLOIS SIMONE VEIL","41C01","LE CONTROIS-EN-SOLOGNE",33,14.3,14.3
"410000020","CH BLOIS SIMONE VEIL","41000","BLOIS",32,13.9,28.2
"410000020","CH BLOIS SIMONE VEIL","41500","MER",18,7.8,36
"410000020","CH BLOIS SIMONE VEIL","41200","ROMORANTIN-LANTHENAY",16,6.9,42.9
"410000020","CH BLOIS SIMONE VEIL","41400","MONTRICHARD",12,5.2,48.1
"410000020","CH BLOIS SIMONE VEIL","41100","VENDOME",11,4.8,52.9
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42C07","SAINT-ÉTIENNE",226,19.9,19.9
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42400","ST CHAMOND",46,4.1,24
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42700","FIRMINY",44,3.9,27.9
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42800","RIVE-DE-GIER",33,2.9,30.8
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42210","MONTROND-LES-BAINS",30,2.6,33.4
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42600","MONTBRISON",29,2.6,38.6
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42170","SAINT-JUST-SAINT-RAMBERT",29,2.6,36
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42500","LE CHAMBON FEUGEROLLES",27,2.4,41
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42240","UNIEUX",24,2.1,43.1
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42130","BOËN-SUR-LIGNON",21,1.9,45
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43200","YSSINGEAUX",21,1.9,48.8
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42340","VEAUCHE",21,1.9,46.9
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42320","LA GRAND-CROIX",20,1.8,54.2
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43120","MONISTROL-SUR-LOIRE",20,1.8,56
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42300","ROANNE",20,1.8,52.4
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42150","LA RICAMARIE",20,1.8,50.6
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42110","FEURS",19,1.7,57.7
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43600","SAINTE-SIGOLÈNE",16,1.4,63.3
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43110","AUREC-SUR-LOIRE",16,1.4,60.5
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43140","SAINT-DIDIER-EN-VELAY",16,1.4,61.9
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42450","SURY-LE-COMTAL",16,1.4,59.1
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42380","PÉRIGNEUX",15,1.3,64.6
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43210","BAS-EN-BASSET",14,1.2,67
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42160","ANDRÉZIEUX-BOUTHÉON",14,1.2,65.8
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42330","SAINT-GALMIER",13,1.1,68.1
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42610","SAINT-ROMAIN-LE-PUY",13,1.1,69.2
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42350","LA TALAUDIÈRE",12,1.1,70.3
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42530","SAINT-GENEST-LERPT",12,1.1,71.4
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43330","SAINT-FERRÉOL-D'AUROURE",11,1,74.4
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","42C04","SAINT-PAUL-EN-JAREZ",11,1,72.4
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE","43240","SAINT-JUST-MALMONT",11,1,73.4
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42C07","SAINT-ÉTIENNE",239,28.1,28.1
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42400","ST CHAMOND",66,7.8,35.9
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42800","RIVE-DE-GIER",43,5.1,41
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42600","MONTBRISON",24,2.8,43.8
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42160","ANDRÉZIEUX-BOUTHÉON",18,2.1,45.9
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42320","LA GRAND-CROIX",18,2.1,48
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42150","LA RICAMARIE",17,2,50
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42240","UNIEUX",17,2,52
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42650","ST JEAN BONNEFONDS",17,2,54
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42700","FIRMINY",16,1.9,57.8
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42500","LE CHAMBON FEUGEROLLES",16,1.9,55.9
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42130","BOËN-SUR-LIGNON",15,1.8,59.6
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42C04","SAINT-PAUL-EN-JAREZ",15,1.8,63.2
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42390","VILLARS",15,1.8,61.4
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","43200","YSSINGEAUX",14,1.6,66.4
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42170","SAINT-JUST-SAINT-RAMBERT",14,1.6,64.8
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","43120","MONISTROL-SUR-LOIRE",13,1.5,69.4
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42340","VEAUCHE",13,1.5,67.9
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42110","FEURS",12,1.4,70.8
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42680","SAINT-MARCELLIN-EN-FOREZ",12,1.4,72.2
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42152","L'HORME",11,1.3,73.5
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42210","MONTROND-LES-BAINS",11,1.3,74.8
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE","42610","SAINT-ROMAIN-LE-PUY",11,1.3,76.1
"420785354","HÃ”PITAL NORD - CHU42","42C07","SAINT-ÉTIENNE",62,20.6,20.6
"420785354","HÃ”PITAL NORD - CHU42","42400","ST CHAMOND",16,5.3,25.9
"420785354","HÃ”PITAL NORD - CHU42","42140","CHAZELLES-SUR-LYON",14,4.7,30.6
"420785354","HÃ”PITAL NORD - CHU42","42300","ROANNE",12,4,34.6
"420785354","HÃ”PITAL NORD - CHU42","42160","ANDRÉZIEUX-BOUTHÉON",11,3.7,38.3
"430000117","CH EMILE ROUX LE PUY","43000","LE PUY-EN-VELAY",36,21.2,21.2
"430000117","CH EMILE ROUX LE PUY","43700","BRIVES CHARENSAC",15,8.8,30
"430000117","CH EMILE ROUX LE PUY","43800","ROSIERES",12,7.1,37.1
"430000117","CH EMILE ROUX LE PUY","43300","LANGEAC",11,6.5,43.6
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","44000","NANTES",96,14.7,14.7
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","44C01","CHAUMES-EN-RETZ",31,4.7,19.4
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","44800","SAINT-HERBLAIN",28,4.3,23.7
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","44400","REZÉ",25,3.8,27.5
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","44130","BLAIN",20,3.1,30.6
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","49C04","SÈVREMOINE",16,2.5,33.1
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","44640","SAINT-JEAN-DE-BOISEAU",13,2,37.1
"440000271","CHU DE NANTES SITE HOTEL DIEU HME","44220","COUËRON",13,2,35.1
"440000412","CLINIQUE BRETECHE VIAUD","44000","NANTES",217,26.1,26.1
"440000412","CLINIQUE BRETECHE VIAUD","44800","SAINT-HERBLAIN",41,4.9,31
"440000412","CLINIQUE BRETECHE VIAUD","44400","REZÉ",30,3.6,34.6
"440000412","CLINIQUE BRETECHE VIAUD","44390","NORT-SUR-ERDRE",21,2.5,37.1
"440000412","CLINIQUE BRETECHE VIAUD","44220","COUËRON",18,2.2,39.3
"440000412","CLINIQUE BRETECHE VIAUD","44140","AIGREFEUILLE-SUR-MAINE",17,2,41.3
"440000412","CLINIQUE BRETECHE VIAUD","44C01","CHAUMES-EN-RETZ",14,1.7,43
"440000412","CLINIQUE BRETECHE VIAUD","44230","SAINT-SÉBASTIEN-SUR-LOIRE",13,1.6,44.6
"440000412","CLINIQUE BRETECHE VIAUD","44700","ORVAULT",12,1.4,50.2
"440000412","CLINIQUE BRETECHE VIAUD","44240","LA CHAPELLE-SUR-ERDRE",12,1.4,47.4
"440000412","CLINIQUE BRETECHE VIAUD","44470","CARQUEFOU",12,1.4,48.8
"440000412","CLINIQUE BRETECHE VIAUD","44130","BLAIN",12,1.4,46
"440000412","CLINIQUE BRETECHE VIAUD","85300","CHALLANS",12,1.4,53
"440000412","CLINIQUE BRETECHE VIAUD","49C04","SÈVREMOINE",12,1.4,51.6
"440000412","CLINIQUE BRETECHE VIAUD","44330","VALLET",11,1.3,54.3
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44000","NANTES",125,19.5,19.5
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44390","NORT-SUR-ERDRE",25,3.9,23.4
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44470","CARQUEFOU",24,3.7,27.1
"440029338","CLINIQUE MUTUALISTE JULES VERNE","49C04","SÈVREMOINE",24,3.7,30.8
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44850","LIGNÉ",23,3.6,34.4
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44800","SAINT-HERBLAIN",18,2.8,37.2
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44700","ORVAULT",16,2.5,42.2
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44340","BOUGUENAIS",16,2.5,39.7
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44119","TREILLIÈRES",15,2.3,44.5
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44400","REZÉ",14,2.2,48.9
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44130","BLAIN",14,2.2,46.7
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44440","JOUÉ-SUR-ERDRE",13,2,50.9
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44450","SAINT-JULIEN-DE-CONCELLES",12,1.9,54.7
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44980","SAINTE-LUCE-SUR-LOIRE",12,1.9,56.6
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44190","CLISSON",12,1.9,52.8
"440029338","CLINIQUE MUTUALISTE JULES VERNE","44230","SAINT-SÉBASTIEN-SUR-LOIRE",11,1.7,58.3
