"finessGeo_index","Hospital_index","TOT_etb","TOT_compet","finessGeo_competitor","Hospital_competitor"
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE",569,248,"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY"
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE",498,64,"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON"
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE",303,64,"250011848","POLYCLINIQUE DE FRANCHE COMTE"
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE",275,20,"710780917","HÃ”PITAL PRIVÃ‰ SAINTE MARIE"
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE",201,9,"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL"
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY",166,321,"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE"
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY",166,41,"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON"
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY",105,9,"710780917","HÃ”PITAL PRIVÃ‰ SAINTE MARIE"
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY",100,3,"250011848","POLYCLINIQUE DE FRANCHE COMTE"
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY",117,3,"600110175","CLINIQUE DU PARC SAINT LAZARE"
"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON",22,166,"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE"
"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON",22,85,"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY"
"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON",22,7,"710780917","HÃ”PITAL PRIVÃ‰ SAINTE MARIE"
"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON",22,3,"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL"
"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON",22,1,"250011848","POLYCLINIQUE DE FRANCHE COMTE"
"220000012","CH YVES LE FOLL",19,31,"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR"
"220000012","CH YVES LE FOLL",19,5,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"220000012","CH YVES LE FOLL",19,2,"220005599","POLYCLINIQUE DU PAYS DE RANCE"
"220000012","CH YVES LE FOLL",19,1,"290019777","POLYCLINIQUE DE KERAUDREN"
"220000012","CH YVES LE FOLL",19,1,"350000741","CHRU RENNES SITE PONTCHAILLOU"
"220005599","POLYCLINIQUE DU PAYS DE RANCE",52,12,"350000147","GHRE - SITE SAINT MALO BROUSSAIS"
"220005599","POLYCLINIQUE DU PAYS DE RANCE",52,11,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"220005599","POLYCLINIQUE DU PAYS DE RANCE",12,2,"220000012","CH YVES LE FOLL"
"220005599","POLYCLINIQUE DU PAYS DE RANCE",40,1,"100000124","POLYCLINIQUE MONTIER LA CELLE"
"220005599","POLYCLINIQUE DU PAYS DE RANCE",40,1,"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR"
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR",179,69,"220000012","CH YVES LE FOLL"
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR",66,10,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR",48,5,"220005599","POLYCLINIQUE DU PAYS DE RANCE"
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR",90,5,"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE"
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR",84,3,"290019777","POLYCLINIQUE DE KERAUDREN"
"250011848","POLYCLINIQUE DE FRANCHE COMTE",362,77,"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE"
"250011848","POLYCLINIQUE DE FRANCHE COMTE",362,37,"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY"
"250011848","POLYCLINIQUE DE FRANCHE COMTE",165,10,"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL"
"250011848","POLYCLINIQUE DE FRANCHE COMTE",205,5,"680000494","CLINIQUE DIACONAT ROOSEVELT"
"250011848","POLYCLINIQUE DE FRANCHE COMTE",151,5,"900003039","HNFC SITE TREVENANS"
"260000260","CLINIQUE LA PARISIERE",287,166,"070780424","CLINIQUE PASTEUR"
"260000260","CLINIQUE LA PARISIERE",276,55,"690780648","CLINIQUE DE LA SAUVEGARDE"
"260000260","CLINIQUE LA PARISIERE",242,22,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"260000260","CLINIQUE LA PARISIERE",191,20,"690023239","CLINIQUE DU PARC"
"260000260","CLINIQUE LA PARISIERE",233,15,"380785956","CLINIQUE DES CEDRES"
"260003017","SA CLINIQUE KENNEDY",142,29,"070780424","CLINIQUE PASTEUR"
"260003017","SA CLINIQUE KENNEDY",142,17,"300782117","CHU NIMES CAREMEAU"
"260003017","SA CLINIQUE KENNEDY",110,13,"690780648","CLINIQUE DE LA SAUVEGARDE"
"260003017","SA CLINIQUE KENNEDY",116,10,"840000467","CAPIO CLINIQUE D'ORANGE"
"260003017","SA CLINIQUE KENNEDY",98,9,"300788502","POLYCLINIQUE DU GRAND SUD"
"280000084","CH DREUX",50,30,"780300414","CH PRIVÃ‰ DE L EUROPE"
"280000084","CH DREUX",50,9,"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR"
"280000084","CH DREUX",50,8,"750100232","GHU APHP NUP SITE BICHAT C BERNARD"
"280000084","CH DREUX",50,8,"750300360","HÃ”PITAL PRIVÃ‰ DES PEUPLIERS"
"280000084","CH DREUX",50,7,"780300422","HÃ”PITAL PRIVÃ‰ DE L OUEST PARISIEN"
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY",112,49,"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR"
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY",80,9,"780300414","CH PRIVÃ‰ DE L EUROPE"
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY",66,8,"940006679","HÃ”PITAL PRIVÃ‰ DE MARNE-LA-VALLÃ‰E"
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY",35,7,"780300422","HÃ”PITAL PRIVÃ‰ DE L OUEST PARISIEN"
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY",84,5,"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE"
"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR",25,24,"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY"
"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR",14,5,"940006679","HÃ”PITAL PRIVÃ‰ DE MARNE-LA-VALLÃ‰E"
"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR",25,2,"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE"
"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR",14,2,"750300154","CLINIQUE TURIN"
"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR",14,2,"920100021","GHU APHP UPS SITE ANTOINE BECLERE"
"290000025","CHIC QUIMPER",29,18,"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE"
"290000025","CHIC QUIMPER",29,9,"290000215","POLYCLINIQUE QUIMPER SUD"
"290000025","CHIC QUIMPER",29,2,"560000143","CHCB SITE KERIO"
"290000025","CHIC QUIMPER",29,2,"590008041","POLYCLINIQUE VAUBAN"
"290000025","CHIC QUIMPER",29,1,"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE"
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE",186,174,"290019777","POLYCLINIQUE DE KERAUDREN"
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE",119,5,"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR"
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE",119,4,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE",96,2,"760021329","HÃ”PITAL PRIVÃ‰ DE L'ESTUAIRE"
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE",15,2,"830100459","CLINIQUE SAINT MICHEL"
"290019777","POLYCLINIQUE DE KERAUDREN",220,185,"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE"
"290019777","POLYCLINIQUE DE KERAUDREN",121,4,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"290019777","POLYCLINIQUE DE KERAUDREN",33,3,"830100459","CLINIQUE SAINT MICHEL"
"290019777","POLYCLINIQUE DE KERAUDREN",106,2,"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR"
"290019777","POLYCLINIQUE DE KERAUDREN",24,2,"590008041","POLYCLINIQUE VAUBAN"
"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE",29,37,"290000025","CHIC QUIMPER"
"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE",29,18,"290000215","POLYCLINIQUE QUIMPER SUD"
"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE",29,3,"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE"
"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE",11,3,"560008799","CLINIQUE OCEANE"
"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE",18,2,"560000143","CHCB SITE KERIO"
"2A0000139","HÃ”PITAL PRIVÃ‰ SUD CORSE",86,55,"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD"
"2A0000139","HÃ”PITAL PRIVÃ‰ SUD CORSE",86,32,"060789195","CHU DE NICE HÃ”PITAL DE L'ARCHET"
"2A0000139","HÃ”PITAL PRIVÃ‰ SUD CORSE",86,28,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"2A0000139","HÃ”PITAL PRIVÃ‰ SUD CORSE",86,9,"130043664","HÃ”PITAL EUROPEEN DESBIEF AMBROISE PARE"
"2A0000139","HÃ”PITAL PRIVÃ‰ SUD CORSE",86,6,"830100459","CLINIQUE SAINT MICHEL"
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD",272,99,"2A0000139","HÃ”PITAL PRIVÃ‰ SUD CORSE"
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD",272,49,"060789195","CHU DE NICE HÃ”PITAL DE L'ARCHET"
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD",246,36,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD",272,20,"060780715","CLINIQUE SAINT GEORGE"
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD",246,16,"130043664","HÃ”PITAL EUROPEEN DESBIEF AMBROISE PARE"
"300000023","CH ALES CEVENNES",94,98,"300780137","NOUVELLE CLINIQUE BONNEFON"
"300000023","CH ALES CEVENNES",94,47,"300782117","CHU NIMES CAREMEAU"
"300000023","CH ALES CEVENNES",94,21,"300788502","POLYCLINIQUE DU GRAND SUD"
"300000023","CH ALES CEVENNES",94,11,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"300000023","CH ALES CEVENNES",82,7,"340015502","CLINIQUE LE MILLENAIRE"
"300780137","NOUVELLE CLINIQUE BONNEFON",122,102,"300000023","CH ALES CEVENNES"
"300780137","NOUVELLE CLINIQUE BONNEFON",122,87,"300782117","CHU NIMES CAREMEAU"
"300780137","NOUVELLE CLINIQUE BONNEFON",122,55,"300788502","POLYCLINIQUE DU GRAND SUD"
"300780137","NOUVELLE CLINIQUE BONNEFON",110,13,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"300780137","NOUVELLE CLINIQUE BONNEFON",104,9,"340015502","CLINIQUE LE MILLENAIRE"
"300782117","CHU NIMES CAREMEAU",572,544,"300788502","POLYCLINIQUE DU GRAND SUD"
"300782117","CHU NIMES CAREMEAU",405,105,"300780137","NOUVELLE CLINIQUE BONNEFON"
"300782117","CHU NIMES CAREMEAU",561,95,"340015502","CLINIQUE LE MILLENAIRE"
"300782117","CHU NIMES CAREMEAU",278,76,"300000023","CH ALES CEVENNES"
"300782117","CHU NIMES CAREMEAU",292,43,"130784051","POLYCLINIQUE CLAIRVAL"
"300788502","POLYCLINIQUE DU GRAND SUD",498,458,"300782117","CHU NIMES CAREMEAU"
"300788502","POLYCLINIQUE DU GRAND SUD",487,59,"340015502","CLINIQUE LE MILLENAIRE"
"300788502","POLYCLINIQUE DU GRAND SUD",351,51,"130784051","POLYCLINIQUE CLAIRVAL"
"300788502","POLYCLINIQUE DU GRAND SUD",352,34,"300780137","NOUVELLE CLINIQUE BONNEFON"
"300788502","POLYCLINIQUE DU GRAND SUD",440,29,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"310026927","CLINIQUE CAPIO LA CROIX DU SUD",98,333,"310781000","CLINIQUE DES CEDRES"
"310026927","CLINIQUE CAPIO LA CROIX DU SUD",98,132,"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE"
"310026927","CLINIQUE CAPIO LA CROIX DU SUD",98,105,"310780283","NOUVELLE CLINIQUE DE L'UNION"
"310026927","CLINIQUE CAPIO LA CROIX DU SUD",98,104,"310780382","CLINIQUE AMBROISE PARE"
"310026927","CLINIQUE CAPIO LA CROIX DU SUD",98,35,"310781505","CLINIQUE D'OCCITANIE"
"310780283","NOUVELLE CLINIQUE DE L'UNION",211,520,"310781000","CLINIQUE DES CEDRES"
"310780283","NOUVELLE CLINIQUE DE L'UNION",211,152,"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE"
"310780283","NOUVELLE CLINIQUE DE L'UNION",199,130,"310780382","CLINIQUE AMBROISE PARE"
"310780283","NOUVELLE CLINIQUE DE L'UNION",196,80,"310026927","CLINIQUE CAPIO LA CROIX DU SUD"
"310780283","NOUVELLE CLINIQUE DE L'UNION",211,79,"310781505","CLINIQUE D'OCCITANIE"
"310780382","CLINIQUE AMBROISE PARE",114,351,"310781000","CLINIQUE DES CEDRES"
"310780382","CLINIQUE AMBROISE PARE",114,121,"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE"
"310780382","CLINIQUE AMBROISE PARE",114,108,"310780283","NOUVELLE CLINIQUE DE L'UNION"
"310780382","CLINIQUE AMBROISE PARE",114,68,"310026927","CLINIQUE CAPIO LA CROIX DU SUD"
"310780382","CLINIQUE AMBROISE PARE",114,65,"310781505","CLINIQUE D'OCCITANIE"
"310781000","CLINIQUE DES CEDRES",1368,501,"310781505","CLINIQUE D'OCCITANIE"
"310781000","CLINIQUE DES CEDRES",1686,353,"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE"
"310781000","CLINIQUE DES CEDRES",1465,318,"310780283","NOUVELLE CLINIQUE DE L'UNION"
"310781000","CLINIQUE DES CEDRES",1401,219,"310780382","CLINIQUE AMBROISE PARE"
"310781000","CLINIQUE DES CEDRES",464,217,"110000023","CH CARCASSONNE"
"310781505","CLINIQUE D'OCCITANIE",491,608,"310781000","CLINIQUE DES CEDRES"
"310781505","CLINIQUE D'OCCITANIE",479,185,"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE"
"310781505","CLINIQUE D'OCCITANIE",367,144,"310780382","CLINIQUE AMBROISE PARE"
"310781505","CLINIQUE D'OCCITANIE",406,142,"310780283","NOUVELLE CLINIQUE DE L'UNION"
"310781505","CLINIQUE D'OCCITANIE",237,79,"310026927","CLINIQUE CAPIO LA CROIX DU SUD"
"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE",167,512,"310781000","CLINIQUE DES CEDRES"
"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE",167,190,"310781505","CLINIQUE D'OCCITANIE"
"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE",167,133,"310780382","CLINIQUE AMBROISE PARE"
"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE",167,121,"310780283","NOUVELLE CLINIQUE DE L'UNION"
"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE",150,81,"310026927","CLINIQUE CAPIO LA CROIX DU SUD"
"330000340","MSP BORDEAUX BAGATELLE",91,130,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330000340","MSP BORDEAUX BAGATELLE",91,123,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330000340","MSP BORDEAUX BAGATELLE",91,82,"330780479","POLYCLINIQUE BX-NORD AQUITAINE"
"330000340","MSP BORDEAUX BAGATELLE",91,46,"330780115","CLINIQUE TIVOLI-DUCOS"
"330000340","MSP BORDEAUX BAGATELLE",91,43,"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU"
"330780115","CLINIQUE TIVOLI-DUCOS",49,85,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330780115","CLINIQUE TIVOLI-DUCOS",49,76,"330780479","POLYCLINIQUE BX-NORD AQUITAINE"
"330780115","CLINIQUE TIVOLI-DUCOS",49,73,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330780115","CLINIQUE TIVOLI-DUCOS",49,41,"330782582","POLYCLINIQUE JEAN VILLAR"
"330780115","CLINIQUE TIVOLI-DUCOS",49,36,"330000340","MSP BORDEAUX BAGATELLE"
"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE",215,259,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE",215,175,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE",215,108,"330780479","POLYCLINIQUE BX-NORD AQUITAINE"
"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE",204,66,"330780115","CLINIQUE TIVOLI-DUCOS"
"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE",191,60,"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU"
"330780479","POLYCLINIQUE BX-NORD AQUITAINE",80,99,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330780479","POLYCLINIQUE BX-NORD AQUITAINE",80,85,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330780479","POLYCLINIQUE BX-NORD AQUITAINE",80,39,"330780115","CLINIQUE TIVOLI-DUCOS"
"330780479","POLYCLINIQUE BX-NORD AQUITAINE",80,38,"330000340","MSP BORDEAUX BAGATELLE"
"330780479","POLYCLINIQUE BX-NORD AQUITAINE",80,36,"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU"
"330780511","CLINIQUE SAINTE ANNE",81,49,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330780511","CLINIQUE SAINTE ANNE",81,40,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330780511","CLINIQUE SAINTE ANNE",81,16,"330000340","MSP BORDEAUX BAGATELLE"
"330780511","CLINIQUE SAINTE ANNE",81,11,"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU"
"330780511","CLINIQUE SAINTE ANNE",69,6,"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE"
"330780529","CLINIQUE MUTUALISTE DE PESSAC",660,398,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330780529","CLINIQUE MUTUALISTE DE PESSAC",660,221,"330000340","MSP BORDEAUX BAGATELLE"
"330780529","CLINIQUE MUTUALISTE DE PESSAC",601,193,"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE"
"330780529","CLINIQUE MUTUALISTE DE PESSAC",585,172,"330780479","POLYCLINIQUE BX-NORD AQUITAINE"
"330780529","CLINIQUE MUTUALISTE DE PESSAC",483,155,"330782582","POLYCLINIQUE JEAN VILLAR"
"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU",487,431,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU",487,228,"330780263","POLYCLINIQUE BORDEAUX RIVE DROITE"
"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU",451,155,"330780479","POLYCLINIQUE BX-NORD AQUITAINE"
"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU",445,140,"330000340","MSP BORDEAUX BAGATELLE"
"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU",473,120,"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU"
"330782582","POLYCLINIQUE JEAN VILLAR",103,177,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330782582","POLYCLINIQUE JEAN VILLAR",103,102,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330782582","POLYCLINIQUE JEAN VILLAR",103,101,"330780479","POLYCLINIQUE BX-NORD AQUITAINE"
"330782582","POLYCLINIQUE JEAN VILLAR",103,69,"330780115","CLINIQUE TIVOLI-DUCOS"
"330782582","POLYCLINIQUE JEAN VILLAR",103,54,"330000340","MSP BORDEAUX BAGATELLE"
"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU",47,145,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU",47,114,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU",47,84,"330780479","POLYCLINIQUE BX-NORD AQUITAINE"
"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU",47,66,"330000340","MSP BORDEAUX BAGATELLE"
"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU",47,42,"330780115","CLINIQUE TIVOLI-DUCOS"
"340000033","CH BEZIERS",210,393,"340015965","SAS POLYCLINIQUE SAINT PRIVAT"
"340000033","CH BEZIERS",210,128,"340009885","POLYCLINIQUE CHAMPEAU"
"340000033","CH BEZIERS",210,80,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340000033","CH BEZIERS",210,31,"340015502","CLINIQUE LE MILLENAIRE"
"340000033","CH BEZIERS",165,25,"340780741","POLYCLINIQUE SAINTE THERESE"
"340009885","POLYCLINIQUE CHAMPEAU",74,175,"340015965","SAS POLYCLINIQUE SAINT PRIVAT"
"340009885","POLYCLINIQUE CHAMPEAU",74,112,"340000033","CH BEZIERS"
"340009885","POLYCLINIQUE CHAMPEAU",74,43,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340009885","POLYCLINIQUE CHAMPEAU",74,10,"340780675","CLINIQUE CLEMENTVILLE"
"340009885","POLYCLINIQUE CHAMPEAU",74,9,"340015502","CLINIQUE LE MILLENAIRE"
"340015502","CLINIQUE LE MILLENAIRE",571,417,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340015502","CLINIQUE LE MILLENAIRE",571,292,"340780675","CLINIQUE CLEMENTVILLE"
"340015502","CLINIQUE LE MILLENAIRE",399,197,"300788502","POLYCLINIQUE DU GRAND SUD"
"340015502","CLINIQUE LE MILLENAIRE",361,184,"300782117","CHU NIMES CAREMEAU"
"340015502","CLINIQUE LE MILLENAIRE",571,150,"340780667","CLINIQUE DU PARC"
"340015965","SAS POLYCLINIQUE SAINT PRIVAT",549,251,"340000033","CH BEZIERS"
"340015965","SAS POLYCLINIQUE SAINT PRIVAT",549,162,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340015965","SAS POLYCLINIQUE SAINT PRIVAT",527,146,"340009885","POLYCLINIQUE CHAMPEAU"
"340015965","SAS POLYCLINIQUE SAINT PRIVAT",533,77,"340015502","CLINIQUE LE MILLENAIRE"
"340015965","SAS POLYCLINIQUE SAINT PRIVAT",244,75,"110000056","CH NARBONNE"
"340024314","CLINIQUE ST JEAN SUD DE FRANCE",30,162,"340015502","CLINIQUE LE MILLENAIRE"
"340024314","CLINIQUE ST JEAN SUD DE FRANCE",30,160,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340024314","CLINIQUE ST JEAN SUD DE FRANCE",30,142,"340780675","CLINIQUE CLEMENTVILLE"
"340024314","CLINIQUE ST JEAN SUD DE FRANCE",30,38,"340780667","CLINIQUE DU PARC"
"340024314","CLINIQUE ST JEAN SUD DE FRANCE",30,4,"300788502","POLYCLINIQUE DU GRAND SUD"
"340780667","CLINIQUE DU PARC",79,235,"340015502","CLINIQUE LE MILLENAIRE"
"340780667","CLINIQUE DU PARC",79,223,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340780667","CLINIQUE DU PARC",79,181,"340780675","CLINIQUE CLEMENTVILLE"
"340780667","CLINIQUE DU PARC",79,41,"340024314","CLINIQUE ST JEAN SUD DE FRANCE"
"340780667","CLINIQUE DU PARC",68,10,"300782117","CHU NIMES CAREMEAU"
"340780675","CLINIQUE CLEMENTVILLE",225,353,"340015502","CLINIQUE LE MILLENAIRE"
"340780675","CLINIQUE CLEMENTVILLE",225,271,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340780675","CLINIQUE CLEMENTVILLE",225,87,"340780667","CLINIQUE DU PARC"
"340780675","CLINIQUE CLEMENTVILLE",225,53,"340024314","CLINIQUE ST JEAN SUD DE FRANCE"
"340780675","CLINIQUE CLEMENTVILLE",214,13,"300788502","POLYCLINIQUE DU GRAND SUD"
"340780741","POLYCLINIQUE SAINTE THERESE",162,77,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"340780741","POLYCLINIQUE SAINTE THERESE",162,71,"340015965","SAS POLYCLINIQUE SAINT PRIVAT"
"340780741","POLYCLINIQUE SAINTE THERESE",162,51,"340015502","CLINIQUE LE MILLENAIRE"
"340780741","POLYCLINIQUE SAINTE THERESE",162,25,"340024314","CLINIQUE ST JEAN SUD DE FRANCE"
"340780741","POLYCLINIQUE SAINTE THERESE",162,18,"340780675","CLINIQUE CLEMENTVILLE"
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER",568,464,"340015502","CLINIQUE LE MILLENAIRE"
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER",557,283,"340780675","CLINIQUE CLEMENTVILLE"
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER",438,261,"340015965","SAS POLYCLINIQUE SAINT PRIVAT"
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER",404,151,"340780741","POLYCLINIQUE SAINTE THERESE"
"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER",314,140,"340000033","CH BEZIERS"
"350000121","CH PRIVÃ‰ ST-GREGOIRE",835,122,"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES"
"350000121","CH PRIVÃ‰ ST-GREGOIRE",780,86,"350000741","CHRU RENNES SITE PONTCHAILLOU"
"350000121","CH PRIVÃ‰ ST-GREGOIRE",292,40,"490014909","CLINIQUE DE L'ANJOU"
"350000121","CH PRIVÃ‰ ST-GREGOIRE",258,13,"560008799","CLINIQUE OCEANE"
"350000121","CH PRIVÃ‰ ST-GREGOIRE",113,10,"220005599","POLYCLINIQUE DU PAYS DE RANCE"
"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES",17,169,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES",17,12,"350000741","CHRU RENNES SITE PONTCHAILLOU"
