"codeGeo","lib_com","NB_pts","PCT_pts","PCT_CUM_pts","finessGeoDP","rs"
"38080","L'ISLE-D'ABEAU",19,14.5,65.7,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38080","L'ISLE-D'ABEAU",12,9.2,74.9,"690023239","CLINIQUE DU PARC"
"38080","L'ISLE-D'ABEAU",10,7.6,82.5,"380785956","CLINIQUE DES CEDRES"
"38080","L'ISLE-D'ABEAU",9,6.9,89.4,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38080","L'ISLE-D'ABEAU",4,3.1,92.5,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"38080","L'ISLE-D'ABEAU",2,1.5,94,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38080","L'ISLE-D'ABEAU",2,1.5,95.5,"690780390","POLYCLINIQUE DE RILLIEUX"
"38080","L'ISLE-D'ABEAU",2,1.5,97,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38080","L'ISLE-D'ABEAU",1,0.8,97.8,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38080","L'ISLE-D'ABEAU",1,0.8,98.6,"690054713","CLINIQUE LES PORTES DU SUD"
"38080","L'ISLE-D'ABEAU",1,0.8,99.4,"690780416","GROUPEMENT HOSPITALIER MUTUALISTE LES PORTES DU SUD"
"38080","L'ISLE-D'ABEAU",1,0.8,100.2,"690805361","CH ST JOSEPH ST LUC"
"38090","VILLEFONTAINE",31,23.1,23.1,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38090","VILLEFONTAINE",29,21.6,44.7,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38090","VILLEFONTAINE",28,20.9,65.6,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38090","VILLEFONTAINE",11,8.2,73.8,"690023239","CLINIQUE DU PARC"
"38090","VILLEFONTAINE",8,6,79.8,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38090","VILLEFONTAINE",6,4.5,84.3,"380785956","CLINIQUE DES CEDRES"
"38090","VILLEFONTAINE",4,3,87.3,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38090","VILLEFONTAINE",4,3,90.3,"690780416","GROUPEMENT HOSPITALIER MUTUALISTE LES PORTES DU SUD"
"38090","VILLEFONTAINE",4,3,93.3,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38090","VILLEFONTAINE",3,2.2,95.5,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38090","VILLEFONTAINE",2,1.5,97,"710006859","POLYCLINIQUE DU VAL DE SAONE"
"38090","VILLEFONTAINE",1,0.7,97.7,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"38090","VILLEFONTAINE",1,0.7,98.4,"130783327","CLINIQUE BOUCHARD"
"38090","VILLEFONTAINE",1,0.7,99.1,"380000174","CH LUCIEN HUSSEL DE VIENNE"
"38090","VILLEFONTAINE",1,0.7,99.8,"690780390","POLYCLINIQUE DE RILLIEUX"
"38110","LA TOUR-DU-PIN",37,31.1,31.1,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38110","LA TOUR-DU-PIN",28,23.5,54.6,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38110","LA TOUR-DU-PIN",24,20.2,74.8,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38110","LA TOUR-DU-PIN",7,5.9,80.7,"690023239","CLINIQUE DU PARC"
"38110","LA TOUR-DU-PIN",6,5,85.7,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38110","LA TOUR-DU-PIN",3,2.5,88.2,"380785956","CLINIQUE DES CEDRES"
"38110","LA TOUR-DU-PIN",3,2.5,90.7,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38110","LA TOUR-DU-PIN",2,1.7,92.4,"380000067","HÃ”PITAL NORD - CHU38"
"38110","LA TOUR-DU-PIN",2,1.7,94.1,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"38110","LA TOUR-DU-PIN",2,1.7,95.8,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38110","LA TOUR-DU-PIN",2,1.7,97.5,"690780390","POLYCLINIQUE DE RILLIEUX"
"38110","LA TOUR-DU-PIN",1,0.8,98.3,"690000575","CH NORD OUEST - VILLEFRANCHE"
"38110","LA TOUR-DU-PIN",1,0.8,99.1,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38110","LA TOUR-DU-PIN",1,0.8,99.9,"690054713","CLINIQUE LES PORTES DU SUD"
"38114","ALLEMOND",1,33.3,33.3,"380000067","HÃ”PITAL NORD - CHU38"
"38114","ALLEMOND",1,33.3,66.6,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38114","ALLEMOND",1,33.3,99.9,"380785956","CLINIQUE DES CEDRES"
"38118","HIERES SUR AMBY",5,29.4,29.4,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"38118","HIERES SUR AMBY",5,29.4,58.8,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38118","HIERES SUR AMBY",2,11.8,70.6,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38118","HIERES SUR AMBY",2,11.8,82.4,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38118","HIERES SUR AMBY",1,5.9,88.3,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38118","HIERES SUR AMBY",1,5.9,94.2,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38118","HIERES SUR AMBY",1,5.9,100.1,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38120","SAINT-ÉGRÈVE",19,32.8,32.8,"380785956","CLINIQUE DES CEDRES"
"38120","SAINT-ÉGRÈVE",14,24.1,56.9,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38120","SAINT-ÉGRÈVE",10,17.2,74.1,"380000067","HÃ”PITAL NORD - CHU38"
"38120","SAINT-ÉGRÈVE",7,12.1,86.2,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38120","SAINT-ÉGRÈVE",4,6.9,93.1,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38120","SAINT-ÉGRÈVE",2,3.4,96.5,"690023239","CLINIQUE DU PARC"
"38120","SAINT-ÉGRÈVE",2,3.4,99.9,"690780390","POLYCLINIQUE DE RILLIEUX"
"38121","REVENTIN-VAUGRIS",2,40,40,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38121","REVENTIN-VAUGRIS",1,20,60,"380000174","CH LUCIEN HUSSEL DE VIENNE"
"38121","REVENTIN-VAUGRIS",1,20,80,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38121","REVENTIN-VAUGRIS",1,20,100,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38122","MONTSEVEROUX",7,63.6,63.6,"690023239","CLINIQUE DU PARC"
"38122","MONTSEVEROUX",1,9.1,72.7,"260000260","CLINIQUE LA PARISIERE"
"38122","MONTSEVEROUX",1,9.1,81.8,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"38122","MONTSEVEROUX",1,9.1,90.9,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38122","MONTSEVEROUX",1,9.1,100,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38130","ÉCHIROLLES",43,38.7,38.7,"380785956","CLINIQUE DES CEDRES"
"38130","ÉCHIROLLES",22,19.8,58.5,"380000067","HÃ”PITAL NORD - CHU38"
"38130","ÉCHIROLLES",14,12.6,71.1,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38130","ÉCHIROLLES",13,11.7,82.8,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38130","ÉCHIROLLES",6,5.4,88.2,"690023239","CLINIQUE DU PARC"
"38130","ÉCHIROLLES",2,1.8,90,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38130","ÉCHIROLLES",2,1.8,91.8,"690780390","POLYCLINIQUE DE RILLIEUX"
"38130","ÉCHIROLLES",2,1.8,93.6,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38130","ÉCHIROLLES",2,1.8,95.4,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38130","ÉCHIROLLES",1,0.9,96.3,"050000348","CHIC DES ALPES DU SUD SITE DE GAP"
"38130","ÉCHIROLLES",1,0.9,97.2,"060800166","HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS"
"38130","ÉCHIROLLES",1,0.9,98.1,"680000494","CLINIQUE DIACONAT ROOSEVELT"
"38130","ÉCHIROLLES",1,0.9,99,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38130","ÉCHIROLLES",1,0.9,99.9,"730000031","CHMS - SITE CHAMBERY MCO"
"38134","SAINT-JOSEPH-DE-RIVIÈRE",2,50,50,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38134","SAINT-JOSEPH-DE-RIVIÈRE",1,25,75,"380785956","CLINIQUE DES CEDRES"
"38134","SAINT-JOSEPH-DE-RIVIÈRE",1,25,100,"690023239","CLINIQUE DU PARC"
"38138","LES CÔTES-D'AREY",1,33.3,33.3,"260000260","CLINIQUE LA PARISIERE"
"38138","LES CÔTES-D'AREY",1,33.3,66.6,"380000174","CH LUCIEN HUSSEL DE VIENNE"
"38138","LES CÔTES-D'AREY",1,33.3,99.9,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38140","RIVES",20,27.4,27.4,"380785956","CLINIQUE DES CEDRES"
"38140","RIVES",13,17.8,45.2,"380000067","HÃ”PITAL NORD - CHU38"
"38140","RIVES",13,17.8,63,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38140","RIVES",8,11,74,"690023239","CLINIQUE DU PARC"
"38140","RIVES",7,9.6,83.6,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38140","RIVES",5,6.8,90.4,"690780390","POLYCLINIQUE DE RILLIEUX"
"38140","RIVES",5,6.8,97.2,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38140","RIVES",1,1.4,98.6,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38140","RIVES",1,1.4,100,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38150","ROUSSILLON",28,27.7,27.7,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38150","ROUSSILLON",18,17.8,45.5,"380000174","CH LUCIEN HUSSEL DE VIENNE"
"38150","ROUSSILLON",12,11.9,57.4,"690023239","CLINIQUE DU PARC"
"38150","ROUSSILLON",10,9.9,67.3,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38150","ROUSSILLON",8,7.9,75.2,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38150","ROUSSILLON",5,5,80.2,"380785956","CLINIQUE DES CEDRES"
"38150","ROUSSILLON",5,5,85.2,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38150","ROUSSILLON",4,4,89.2,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38150","ROUSSILLON",4,4,93.2,"690805361","CH ST JOSEPH ST LUC"
"38150","ROUSSILLON",2,2,95.2,"070780424","CLINIQUE PASTEUR"
"38150","ROUSSILLON",2,2,97.2,"260000260","CLINIQUE LA PARISIERE"
"38150","ROUSSILLON",1,1,98.2,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38150","ROUSSILLON",1,1,99.2,"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE"
"38150","ROUSSILLON",1,1,100.2,"690780416","GROUPEMENT HOSPITALIER MUTUALISTE LES PORTES DU SUD"
"38160","ST MARCELLIN",23,46.9,46.9,"260000260","CLINIQUE LA PARISIERE"
"38160","ST MARCELLIN",4,8.2,55.1,"380000067","HÃ”PITAL NORD - CHU38"
"38160","ST MARCELLIN",4,8.2,63.3,"690023239","CLINIQUE DU PARC"
"38160","ST MARCELLIN",3,6.1,69.4,"070780424","CLINIQUE PASTEUR"
"38160","ST MARCELLIN",3,6.1,75.5,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38160","ST MARCELLIN",3,6.1,81.6,"380785956","CLINIQUE DES CEDRES"
"38160","ST MARCELLIN",3,6.1,87.7,"690780390","POLYCLINIQUE DE RILLIEUX"
"38160","ST MARCELLIN",3,6.1,93.8,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38160","ST MARCELLIN",1,2,95.8,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38160","ST MARCELLIN",1,2,97.8,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38160","ST MARCELLIN",1,2,99.8,"750300915","CLINIQUE INTERNATIONALE PARC MONCEAU"
"38170","SEYSSINET PARISET",11,30.6,30.6,"380785956","CLINIQUE DES CEDRES"
"38170","SEYSSINET PARISET",8,22.2,52.8,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38170","SEYSSINET PARISET",6,16.7,69.5,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38170","SEYSSINET PARISET",5,13.9,83.4,"380000067","HÃ”PITAL NORD - CHU38"
"38170","SEYSSINET PARISET",3,8.3,91.7,"690780390","POLYCLINIQUE DE RILLIEUX"
"38170","SEYSSINET PARISET",1,2.8,94.5,"690023239","CLINIQUE DU PARC"
"38170","SEYSSINET PARISET",1,2.8,97.3,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38170","SEYSSINET PARISET",1,2.8,100.1,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38180","SEYSSINS",9,47.4,47.4,"380785956","CLINIQUE DES CEDRES"
"38180","SEYSSINS",3,15.8,63.2,"380000067","HÃ”PITAL NORD - CHU38"
"38180","SEYSSINS",2,10.5,73.7,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38180","SEYSSINS",2,10.5,84.2,"690780390","POLYCLINIQUE DE RILLIEUX"
"38180","SEYSSINS",2,10.5,94.7,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38180","SEYSSINS",1,5.3,100,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38190","VILLARD-BONNOT",14,31.8,31.8,"380785956","CLINIQUE DES CEDRES"
"38190","VILLARD-BONNOT",9,20.5,52.3,"380000067","HÃ”PITAL NORD - CHU38"
"38190","VILLARD-BONNOT",7,15.9,68.2,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38190","VILLARD-BONNOT",6,13.6,81.8,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38190","VILLARD-BONNOT",4,9.1,90.9,"690023239","CLINIQUE DU PARC"
"38190","VILLARD-BONNOT",1,2.3,93.2,"590008041","POLYCLINIQUE VAUBAN"
"38190","VILLARD-BONNOT",1,2.3,95.5,"690780390","POLYCLINIQUE DE RILLIEUX"
"38190","VILLARD-BONNOT",1,2.3,97.8,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38190","VILLARD-BONNOT",1,2.3,100.1,"730004298","HÃ”PITAL PRIVÃ‰ MEDIPOLE DE SAVOIE"
"38200","VIENNE",43,27.2,27.2,"380000174","CH LUCIEN HUSSEL DE VIENNE"
"38200","VIENNE",29,18.4,45.6,"690023239","CLINIQUE DU PARC"
"38200","VIENNE",24,15.2,60.8,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38200","VIENNE",17,10.8,71.6,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38200","VIENNE",6,3.8,75.4,"260000260","CLINIQUE LA PARISIERE"
"38200","VIENNE",6,3.8,79.2,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38200","VIENNE",5,3.2,82.4,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38200","VIENNE",5,3.2,85.6,"690054713","CLINIQUE LES PORTES DU SUD"
"38200","VIENNE",5,3.2,88.8,"690780416","GROUPEMENT HOSPITALIER MUTUALISTE LES PORTES DU SUD"
"38200","VIENNE",5,3.2,92,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38200","VIENNE",4,2.5,94.5,"380785956","CLINIQUE DES CEDRES"
"38200","VIENNE",2,1.3,95.8,"420010050","CLINIQUE MUTUALISTE DE LA LOIRE"
"38200","VIENNE",2,1.3,97.1,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38200","VIENNE",1,0.6,97.7,"060789195","CHU DE NICE HÃ”PITAL DE L'ARCHET"
"38200","VIENNE",1,0.6,98.3,"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE"
"38200","VIENNE",1,0.6,98.9,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"38200","VIENNE",1,0.6,99.5,"690780390","POLYCLINIQUE DE RILLIEUX"
"38200","VIENNE",1,0.6,100.1,"780300414","CH PRIVÃ‰ DE L EUROPE"
"38210","TULLINS",18,37.5,37.5,"380785956","CLINIQUE DES CEDRES"
"38210","TULLINS",8,16.7,54.2,"380000067","HÃ”PITAL NORD - CHU38"
"38210","TULLINS",6,12.5,66.7,"690780390","POLYCLINIQUE DE RILLIEUX"
"38210","TULLINS",6,12.5,79.2,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38210","TULLINS",5,10.4,89.6,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38210","TULLINS",2,4.2,93.8,"690023239","CLINIQUE DU PARC"
"38210","TULLINS",2,4.2,98,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38210","TULLINS",1,2.1,100.1,"260000260","CLINIQUE LA PARISIERE"
"38220","VIZILLE",19,35.2,35.2,"380785956","CLINIQUE DES CEDRES"
"38220","VIZILLE",9,16.7,51.9,"380000067","HÃ”PITAL NORD - CHU38"
"38220","VIZILLE",9,16.7,68.6,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38220","VIZILLE",7,13,81.6,"690023239","CLINIQUE DU PARC"
"38220","VIZILLE",6,11.1,92.7,"690780390","POLYCLINIQUE DE RILLIEUX"
"38220","VIZILLE",4,7.4,100.1,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38230","CHARVIEU-CHAVAGNEUX",34,23.4,23.4,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38230","CHARVIEU-CHAVAGNEUX",33,22.8,46.2,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38230","CHARVIEU-CHAVAGNEUX",20,13.8,60,"690023239","CLINIQUE DU PARC"
"38230","CHARVIEU-CHAVAGNEUX",10,6.9,66.9,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38230","CHARVIEU-CHAVAGNEUX",8,5.5,72.4,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38230","CHARVIEU-CHAVAGNEUX",8,5.5,77.9,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38230","CHARVIEU-CHAVAGNEUX",6,4.1,82,"380785956","CLINIQUE DES CEDRES"
"38230","CHARVIEU-CHAVAGNEUX",5,3.4,85.4,"690780390","POLYCLINIQUE DE RILLIEUX"
"38230","CHARVIEU-CHAVAGNEUX",5,3.4,88.8,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38230","CHARVIEU-CHAVAGNEUX",3,2.1,90.9,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"38230","CHARVIEU-CHAVAGNEUX",3,2.1,93,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
"38230","CHARVIEU-CHAVAGNEUX",3,2.1,95.1,"690780416","GROUPEMENT HOSPITALIER MUTUALISTE LES PORTES DU SUD"
"38230","CHARVIEU-CHAVAGNEUX",3,2.1,97.2,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38230","CHARVIEU-CHAVAGNEUX",1,0.7,97.9,"310780283","NOUVELLE CLINIQUE DE L'UNION"
"38230","CHARVIEU-CHAVAGNEUX",1,0.7,98.6,"690000575","CH NORD OUEST - VILLEFRANCHE"
"38230","CHARVIEU-CHAVAGNEUX",1,0.7,99.3,"690054713","CLINIQUE LES PORTES DU SUD"
"38230","CHARVIEU-CHAVAGNEUX",1,0.7,100,"690805361","CH ST JOSEPH ST LUC"
"38240","MEYLAN",10,43.5,43.5,"380000067","HÃ”PITAL NORD - CHU38"
"38240","MEYLAN",4,17.4,60.9,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38240","MEYLAN",3,13,73.9,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38240","MEYLAN",3,13,86.9,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38240","MEYLAN",2,8.7,95.6,"380785956","CLINIQUE DES CEDRES"
"38240","MEYLAN",1,4.3,99.9,"690023239","CLINIQUE DU PARC"
"38250","VILLARD-DE-LANS",4,44.4,44.4,"380785956","CLINIQUE DES CEDRES"
"38250","VILLARD-DE-LANS",2,22.2,66.6,"380000067","HÃ”PITAL NORD - CHU38"
"38250","VILLARD-DE-LANS",2,22.2,88.8,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38250","VILLARD-DE-LANS",1,11.1,99.9,"260003017","SA CLINIQUE KENNEDY"
"38260","LA COTE ST ANDRE",22,22.7,22.7,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38260","LA COTE ST ANDRE",20,20.6,43.3,"380000067","HÃ”PITAL NORD - CHU38"
"38260","LA COTE ST ANDRE",12,12.4,55.7,"690023239","CLINIQUE DU PARC"
"38260","LA COTE ST ANDRE",10,10.3,66,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38260","LA COTE ST ANDRE",8,8.2,74.2,"380785956","CLINIQUE DES CEDRES"
"38260","LA COTE ST ANDRE",6,6.2,80.4,"380000174","CH LUCIEN HUSSEL DE VIENNE"
"38260","LA COTE ST ANDRE",5,5.2,85.6,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38260","LA COTE ST ANDRE",4,4.1,89.7,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"38260","LA COTE ST ANDRE",3,3.1,92.8,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38260","LA COTE ST ANDRE",2,2.1,94.9,"260000260","CLINIQUE LA PARISIERE"
"38260","LA COTE ST ANDRE",2,2.1,97,"690780390","POLYCLINIQUE DE RILLIEUX"
"38260","LA COTE ST ANDRE",2,2.1,99.1,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38260","LA COTE ST ANDRE",1,1,100.1,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38270","BEAUREPAIRE",20,34.5,34.5,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38270","BEAUREPAIRE",11,19,53.5,"380000174","CH LUCIEN HUSSEL DE VIENNE"
"38270","BEAUREPAIRE",7,12.1,65.6,"690023239","CLINIQUE DU PARC"
"38270","BEAUREPAIRE",5,8.6,74.2,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38270","BEAUREPAIRE",3,5.2,79.4,"380000067","HÃ”PITAL NORD - CHU38"
"38270","BEAUREPAIRE",3,5.2,84.6,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38270","BEAUREPAIRE",2,3.4,88,"260000260","CLINIQUE LA PARISIERE"
"38270","BEAUREPAIRE",2,3.4,91.4,"380785956","CLINIQUE DES CEDRES"
"38270","BEAUREPAIRE",2,3.4,94.8,"690780390","POLYCLINIQUE DE RILLIEUX"
"38270","BEAUREPAIRE",1,1.7,96.5,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38270","BEAUREPAIRE",1,1.7,98.2,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38270","BEAUREPAIRE",1,1.7,99.9,"690780416","GROUPEMENT HOSPITALIER MUTUALISTE LES PORTES DU SUD"
"38280","VILLETTE-D'ANTHON",8,22.9,22.9,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38280","VILLETTE-D'ANTHON",7,20,42.9,"690023239","CLINIQUE DU PARC"
"38280","VILLETTE-D'ANTHON",7,20,62.9,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38280","VILLETTE-D'ANTHON",6,17.1,80,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38280","VILLETTE-D'ANTHON",1,2.9,82.9,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"38280","VILLETTE-D'ANTHON",1,2.9,85.8,"070780424","CLINIQUE PASTEUR"
"38280","VILLETTE-D'ANTHON",1,2.9,88.7,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38280","VILLETTE-D'ANTHON",1,2.9,91.6,"690780390","POLYCLINIQUE DE RILLIEUX"
"38280","VILLETTE-D'ANTHON",1,2.9,94.5,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38280","VILLETTE-D'ANTHON",1,2.9,97.4,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38280","VILLETTE-D'ANTHON",1,2.9,100.3,"690805361","CH ST JOSEPH ST LUC"
"38290","LA VERPILLIÈRE",16,34.8,34.8,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38290","LA VERPILLIÈRE",7,15.2,50,"690023239","CLINIQUE DU PARC"
"38290","LA VERPILLIÈRE",6,13,63,"690041124","MEDIPOLE HÃ”PITAL PRIVÃ‰"
"38290","LA VERPILLIÈRE",6,13,76,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38290","LA VERPILLIÈRE",3,6.5,82.5,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38290","LA VERPILLIÈRE",3,6.5,89,"690793468","INFIRMERIE PROTESTANTE DE LYON"
"38290","LA VERPILLIÈRE",1,2.2,91.2,"010780203","HÃ”PITAL PRIVÃ‰ D'AMBERIEU"
"38290","LA VERPILLIÈRE",1,2.2,93.4,"380785956","CLINIQUE DES CEDRES"
"38290","LA VERPILLIÈRE",1,2.2,95.6,"690054713","CLINIQUE LES PORTES DU SUD"
"38290","LA VERPILLIÈRE",1,2.2,97.8,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38290","LA VERPILLIÈRE",1,2.2,100,"750300881","CLINIQUE DU TROCADERO"
"38300","BOURGOIN-JALLIEU",57,26,26,"380780197","CLINIQUE SAINT VINCENT DE PAUL"
"38300","BOURGOIN-JALLIEU",54,24.7,50.7,"690780648","CLINIQUE DE LA SAUVEGARDE"
"38300","BOURGOIN-JALLIEU",35,16,66.7,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"38300","BOURGOIN-JALLIEU",19,8.7,75.4,"690023239","CLINIQUE DU PARC"
"38300","BOURGOIN-JALLIEU",15,6.8,82.2,"380785956","CLINIQUE DES CEDRES"
"38300","BOURGOIN-JALLIEU",10,4.6,86.8,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"38300","BOURGOIN-JALLIEU",4,1.8,88.6,"690023411","HÃ”PITAL PRIVÃ‰ JEAN MERMOZ"
"38300","BOURGOIN-JALLIEU",3,1.4,90,"690022959","HÃ”PITAL PRIVÃ‰ MERE ENFANT NATECIA"
