"finessGeo","code_geo","annee","rs","statut","adresse","code_postal","ville","longitude","latitude","code_dep","lib_dep","code_reg","lib_reg","cso","LAB_SOFFCO"
"130785678","13012",2025,"CLINIQUE VERT COTEAU","private for profit","96 AVENUE DES CAILLOLS",13012,"MARSEILLE 12E ARRONDISSEMENT","5.4315658675","43.303531568","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130786361","13100",2025,"POLYCLINIQUE DU PARC RAMBOT","private for profit","235 ALLEE NICOLAS DE STAEL",13595,"AIX EN PROVENCE","5.4474285277","43.529741043","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130786445","13100",2025,"ETOILE MATERNITE CATHOLIQUE","private not-for-profit","ROUTE DEPARTEMENTALE 14",13080,"AIX EN PROVENCE","5.4474285277","43.529741043","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130786742","13013",2025,"HÔPITAL D'INSTRUCTION DES ARMÉES LAVERAN","public","34 BOULEVARD LAVERAN",13384,"MARSEILLE 13E ARRONDISSEMENT","5.4137347254","43.327088174","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130789159","13009",2025,"CENTRE CARDIO-VASCULAIRE VALMANT","private for profit","100 TRAVERSE DE LA GOUFFONNE RTE CASSIS",13009,"MARSEILLE 9E ARRONDISSEMENT","5.4158253578","43.263151624","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130798358","13100",2020,"USLD DUQUESNE SITE AIX","public","3 CHEMIN DE LA VIERGE NOIRE",13091,"AIX EN PROVENCE","5.4260506124","43.523893186","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130802549","13003",2018,"AMEDIA CTRE DIALYSE PERITONEALE","private for profit","6 RUE DESIREE CLARY",13003,"MARSEILLE 3E ARRONDISSEMENT","5.3730512895","43.309700975","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130804297","13005",2025,"APHM HÔPITAL LA TIMONE ENFANTS","public academic","264 RUE SAINT PIERRE",13385,"MARSEILLE 5E ARRONDISSEMENT","5.4021087661","43.292175487","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130806029","13100",2025,"ADPC UDM AUTO PERIT DOM AIX","private for profit","11 BOULEVARD GRANDE THUMINE",13090,"AIX EN PROVENCE","5.4124548612","43.523287246","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130806078","13008",2025,"ATUP UDM ET DOMICILE MARSEILLE 08","private for profit","19 RUE BORDE",13008,"MARSEILLE 8E ARRONDISSEMENT","5.3898641933","43.278551458","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130806318","13100",2018,"NEPHROCARE AIX DIALYSE A DOMICILE","private for profit","11 BOULEVARD GRANDE THUMINE",13090,"AIX EN PROVENCE","5.4124548612","43.523287246","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130806417","13400",2025,"ASSOCIATION DIALYSES PRCE ET CORSE","private for profit","332 AVENUE DU 21 AOUT 1944",13400,"AUBAGNE","5.563507323","43.287873137","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130809015","13012",2025,"CENTRE GERONTOLOGIQUE DEPARTEMENTAL","public","176 AVENUE DE MONTOLIVET",13375,"MARSEILLE 12E ARRONDISSEMENT","5.4097560478","43.31124694","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130809809","13400",2025,"CENTRE D'HEMODIALYSE DE PROVENCE","private for profit","33 BOULEVARD DES FARIGOULES",13681,"AUBAGNE","5.5312616986","43.276294104","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130810104","13006",2018,"DIALYSE A DOMICILE","private for profit","77 RUE DU DOCTEUR ESCAT",13006,"MARSEILLE 6E ARRONDISSEMENT","5.3795210874","43.282820577","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130810740","13100",2025,"CLINIQUE AXIUM","private for profit","21 AVENUE ALFRED CAPUS",13097,"AIX EN PROVENCE","5.4343414221","43.535922456","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130811102","13120",2025,"CENTRE DE SOINS PALLIATIFS LA MAISON","private not-for-profit","1100 ROUTE BLANCHE",13120,"GARDANNE","5.4713844141","43.44185818","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130811680","13100",2018,"DEPA AUTODIALYSE AIX EN PCE","private for profit","50 AVENUE DOCTEUR AURIENTIS",13100,"AIX EN PROVENCE","5.4579582072","43.530349142","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"130811797","13140",2020,"DIAVERUM PROVENCE MIRAMAS","private for profit","3 RUE EUGENE PELLETAN",13140,"MIRAMAS","5.0019525077","43.582120967","13","BOUCHES-DU-RHÔNE","93","PROVENCE-ALPES-CÔTE D'AZUR",0,0
"140000027","14100",2025,"CH DE LISIEUX","public","4 RUE ROGER AINI",14107,"LISIEUX","0.2317081836","49.146316279","14","CALVADOS","28","NORMANDIE",0,0
"140000076","14260",2023,"CH AUNAY-BAYEUX","public","5 RUE DE L'HÔPITAL",14260,"LES MONTS D AUNAY","-0.632629165","49.019013257","14","CALVADOS","28","NORMANDIE",0,0
"140000209","14000",2025,"CHU CAEN","public academic","AVENUE COTE DE NACRE",14033,"CAEN","-0.362465653","49.208311217","14","CALVADOS","28","NORMANDIE",1,0
"140000233","14700",2025,"CH FALAISE","public","BOULEVARD DES BERCAGNES",14700,"FALAISE","-0.203086991","48.892309891","14","CALVADOS","28","NORMANDIE",0,0
"140000258","14800",2015,"POLYCLINIQUE DE DEAUVILLE","private for profit","28 AVENUE FLORIAN DE KERGORLAY",14800,"DEAUVILLE","0.0703812251","49.354180968","14","CALVADOS","28","NORMANDIE",0,0
"140000290","14500",2025,"CLINIQUE NOTRE DAME","private for profit","23 RUE DES ACRES",14500,"VIRE NORMANDIE","-0.896169254","48.841016168","14","CALVADOS","28","NORMANDIE",0,0
"140000340","14200",2025,"FONDATION LA MISERICORDE - BETHARRAM","private not-for-profit","881 BOULEVARD DE LA PAIX",14200,"HEROUVILLE SAINT CLAIR","-0.325702216","49.192541212","14","CALVADOS","28","NORMANDIE",0,0
"140000373","14500",2025,"CH DE VIRE","public","4 RUE EMILE DESVAUX",14504,"VIRE NORMANDIE","-0.88552203","48.837265814","14","CALVADOS","28","NORMANDIE",0,0
"140000555","14000",2025,"CLCC F BACLESSE","public","3 AVENUE DU GENERAL HARRIS",14076,"CAEN","-0.351012583","49.205148064","14","CALVADOS","28","NORMANDIE",0,0
"140002254","14610",2025,"ANIDER HEROUVILLE SAINT CLAIR","private for profit","11 AVENUE DE CAMBRIDGE",14202,"HEROUVILLE SAINT CLAIR","-0.356500267","49.21437148","14","CALVADOS","28","NORMANDIE",0,0
"140002452","14000",2025,"CLINIQUE DE LA MISERICORDE","private not-for-profit","15 RUE DES FOSSES SAINT JULIEN",14000,"CAEN","-0.367157891","49.189679321","14","CALVADOS","28","NORMANDIE",0,0
"140004383","14000",2025,"CHR GEORGES CLEMENCEAU - CAEN","public academic","AVENUE GEORGES CLEMENCEAU",14033,"CAEN","-0.344653883","49.189856649","14","CALVADOS","28","NORMANDIE",0,0
"140016759","14000",2025,"POLYCLINIQUE DU PARC","private for profit","20 AVENUE GEORGES GUYNEMER",14052,"CAEN","-0.346733281","49.167887441","14","CALVADOS","28","NORMANDIE",0,1
"140017237","14000",2025,"HÔPITAL PRIVÉ ST MARTIN","private for profit","18 RUE DES ROQUEMONTS",14050,"CAEN","-0.381354507","49.198091048","14","CALVADOS","28","NORMANDIE",0,0
"140018730","14100",2025,"HÔPITAL PRIVÉ DU PAYS D'AUGE SITE DE LISIEUX","private for profit","175 RUE ROGER AINI",14100,"LISIEUX","0.2590873599","49.145143871","14","CALVADOS","28","NORMANDIE",0,0
"140024886","14400",2025,"CH AUNAY-BAYEUX","public","13 RUE DE NESMOND",14400,"BAYEUX","-0.701371076","49.274339008","14","CALVADOS","28","NORMANDIE",0,0
"140026410","14C03",2025,"CH COTE FLEURIE - SITE DE CRICQUEBOEUF","public","ROUTE DEPARTEMENTALE 62",14113,"CRICQUEBOEUF","0.1306686728","49.3825576","14","CALVADOS","28","NORMANDIE",0,0
"140026709","14C03",2025,"HÔPITAL PRIVÉ DU PAYS D'AUGE SITE DE CRIQUEBOEUF","private for profit","8 LA BRECHE DU BOIS",14113,"CRICQUEBOEUF","0.1268554074","49.383987106","14","CALVADOS","28","NORMANDIE",0,0
"140030891","14200",2025,"UNITÉ RADIOTHERAPIE EXTERNE CFB","public","35 ALLEE DE DAKAR",14200,"HEROUVILLE SAINT CLAIR","-0.333637668","49.203614632","14","CALVADOS","28","NORMANDIE",0,0
"140032640","14000",2025,"CHU SITE DE MISERICORDE","public academic",NA,NA,NA,NA,NA,"14","CALVADOS","28","NORMANDIE",0,0
"150000024","15190",2025,"CH DE CONDAT EN FENIERS","public","ROUTE DE BORT",15190,"CONDAT","2.7510471514","45.340700499","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150000032","15100",2025,"CH DE SAINT-FLOUR","public","AVENUE DOCTEUR MALLET",15102,"SAINT FLOUR","3.0793635882","45.034042186","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150000040","15000",2025,"CH HENRI MONDOR","public","50 AVENUE DE LA REPUBLIQUE",15002,"AURILLAC","2.4390615312","44.925511053","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150000164","15200",2025,"CH DE MAURIAC","public","AVENUE FERNAND TALANDIER",15200,"MAURIAC","2.3379344827","45.217718066","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150000180","15300",2025,"CH DE MURAT","public","4 PORTE SAINT ESPRIT",15300,"MURAT","2.8686190686","45.112183133","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150001758","15100",2025,"UNITÉ DE DIALYSE DE SAINT-FLOUR","private for profit","2 AVENUE DU DOCTEUR MALLET",15102,"SAINT FLOUR","3.0846072363","45.03357913","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150003267","15200",2019,"CH HENRI MONDOR - ANTENNE DE MAURIAC","public","AVENUE FERNAND TALLANDIER",15200,"MAURIAC","2.3379344827","45.217718066","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150003416","15200",2025,"UNITÉ DE DIALYSE - CH DE MAURIAC","private for profit","AVENUE FERNAND TALLANDIER",15200,"MAURIAC","2.3379344827","45.217718066","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150780120","15400",2025,"CLINIQUE DU HAUT CANTAL","private for profit","",15400,"RIOM ES MONTAGNES","2.6651714255","45.282847948","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"150780732","15000",2025,"CENTRE MÉDICO-CHIRURGICAL TRONQUIERES","private for profit","83 AVENUE CHARLES DE GAULLE",15000,"AURILLAC","2.4254935957","44.910090325","15","CANTAL","84","AUVERGNE-RHÔNE-ALPES",0,0
"160000170","16000",2025,"CLINIQUE SAINT JOSEPH ANGOULEME","private for profit","51 AVENUE DU PRESIDENT WILSON",16021,"ANGOULEME","0.1471193339","45.649697042","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000188","16110",2025,"CH DE LA ROCHEFOUCAULD","public","PLACE DU CHAMP DE FOIRE",16110,"LA ROCHEFOUCAULD EN ANGOUMOIS","0.3821123429","45.741902451","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000253","16470",2025,"CH D'ANGOULEME","public","ROND POINT DE GIRAC",16000,"ANGOULEME","0.1562195171","45.648368523","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000261","16100",2014,"CHIC DU PAYS DE COGNAC - SSR","public","71 AVENUE D ANGOULEME",16112,"COGNAC","-0.326272359","45.694200011","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000279","16100",2025,"POLYCLINIQUE DE GRAND COGNAC","private for profit","71 AVENUE D'ANGOULEME",16112,"COGNAC","-0.3271738","45.6950859","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000303","16300",2025,"CH HÔPITAUX SUD-CHARENTE","public","ROUTE DE SAINT BONNET",16300,"BARBEZIEUX SAINT HILAIRE","-0.130577913","45.47705524","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000311","16500",2025,"CH CONFOLENS","public","RUE MARCEL PERROT",16500,"CONFOLENS","0.6706347391","46.005281804","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000337","16C01",2025,"CH DE RUFFEC","public","15 RUE DE L HOPITAL",16700,"RUFFEC","0.1954899868","46.028825634","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160000360","16120",2025,"CH DE CHATEAUNEUF","public","PLACE DE L'EGLISE",16120,"CHATEAUNEUF SUR CHARENTE","-0.05897442","45.598892144","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160006110","16400",2025,"AURA POITOU-CH - LA COURONNE","private for profit","ROUTE DU GRAND MAINE",16400,"LA COURONNE","0.0846915912","45.619685617","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160012159","16100",2025,"AURA POITOU-CH - CHATEAUBERNARD","private for profit","30 RUE ALBERT SCHWEITZER",16100,"CHATEAUBERNARD","-0.314293012","45.673931978","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160013207","16800",2025,"CENTRE CLINICAL","private for profit","2 CHEMIN DE FREGENEUIL",16800,"SOYAUX","0.2014952018","45.637654746","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,1
"160015368","16100",2025,"HÔPITAUX DU GRAND COGNAC","public","65 AVENUE D ANGOULEME",16112,"COGNAC","-0.326272359","45.694200011","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160017240","16470",2025,"CH CAMILLE CLAUDEL - SITE JEAN DOUCET","public","RUE JEAN DOUCET",16470,"SAINT MICHEL","0.1128097776","45.634783165","16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"160018776","16000",2025,"HDJ CAMILLE CLAUDEL - SITE DE BRETAGNE","public",NA,NA,NA,NA,NA,"16","CHARENTE","75","NOUVELLE-AQUITAINE",0,0
"170000038","17500",2025,"CH JONZAC","public","AVENUE WINSTON CHURCHILL",17503,"JONZAC","-0.43327384","45.437013049","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000079","17310",2025,"CH ST-PIERRE D'OLERON","public","RUE CARINENA",17310,"SAINT PIERRE D OLERON","-1.30417456","45.942287715","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000087","17000",2025,"HÔPITAL SAINT-LOUIS - LA ROCHELLE","public","RUE DU DR SCHWEITZER",17019,"LA ROCHELLE","-1.143995042","46.158239385","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000095","17400",2025,"CH ST JEAN D'ANGELY","public","18 AVENUE DU PORT",17415,"SAINT JEAN D ANGELY","-0.530114564","45.946197249","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000103","17100",2025,"CH DE SAINTONGE - SAINTES","public","11 BOULEVARD AMBROISE PARE",17108,"SAINTES","-0.658554185","45.746084572","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000111","17410",2024,"CH ST HONORE - ST-MARTIN-DE-RE","public","53 RUE DE L HOPITAL",17410,"SAINT MARTIN DE RE","-1.366332569","46.201410105","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000129","17200",2025,"CH ROYAN-ATLANTIQUE","public","20 AVENUE DE SAINT SORDELIN",17205,"ROYAN","-1.027127813","45.626262808","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000137","17320",2015,"CH DUBOIS MEYNARDIE - MARENNES","public","3 RUE DU DOCTEUR ROUX",17320,"MARENNES HIERS BROUAGE","-1.100209622","45.821599094","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000152","17300",2025,"CH ROCHEFORT","public","1 AVENUE BELIGON",17301,"ROCHEFORT","-0.962757477","45.966748901","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170000178","17360",2025,"CH BOSCAMNANT","public","LIEU DIT LES BRUYERES",17360,"BOSCAMNANT","-0.085469009","45.198485657","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170009419","17100",2014,"ADA 17 UDM SAINTES","private for profit",NA,NA,NA,NA,NA,"17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170021711","17000",2014,"ADA 17 UDM LA ROCHELLE","private for profit",NA,NA,NA,NA,NA,"17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170022065","17640",2025,"GCS URGENCES PAYS ROYANNAIS - ROYAN","public","20 AVENUE SAINT-SORDELIN",17640,"VAUX SUR MER","-1.060354606","45.64511203","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170022818","17110",2025,"GCS URGENCES PAYS ROYANNAIS -STGEORGES","public","2 BOULEVARD DE LATTRE DE TASSIGNY",17110,"SAINT GEORGES DE DIDONNE","-1.002545652","45.602282396","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170022826","17200",2025,"GCS URGENCES PAYS ROYANNAIS - PASTEUR","public","222 AVENUE DE ROCHEFORT",17200,"ROYAN","-1.023515294","45.652585096","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170023030","17640",2014,"A.D.A. 17 - UDM - VAUX/MER","private for profit",NA,NA,NA,NA,NA,"17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170024020","17300",2014,"ADA 17 UDM -ANTENNE DE ROCHEFORT","private for profit",NA,NA,NA,NA,NA,"17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170024590","17310",2025,"CH ROCHEFORT - SITE ST PIERRE OLERON","public","46 RUE PIERRE LOTI",17310,"SAINT PIERRE D OLERON","-1.303028672","45.94350371","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170026033","17500",2025,"ADA 17 : UNITE DE JONZAC","private for profit","7 AVENUE DE CHANZY",17500,"JONZAC","-0.434850771","45.44015538","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170780563","17200",2025,"ÉTABLISSEMENT DE SOINS PASTEUR - ROYAN","private for profit","222 AVENUE DE ROCHEFORT",17201,"ROYAN","-1.023515294","45.652585096","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170780613","17000",2020,"SA CLINIQUE DU MAIL","private for profit","96 ALLEE DU MAIL",17087,"LA ROCHELLE","-1.169560483","46.155878531","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170780621","17110",2025,"POLYCLINIQUE SAINT-GEORGES","private for profit","3 BOULEVARD DE LATTRE TASSIGNY",17110,"SAINT GEORGES DE DIDONNE","-0.997862505","45.602710545","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170780647","17100",2025,"CLINIQUE RICHELIEU - SAINTES","private for profit","22 RUE MONTLOUIS",17103,"SAINTES","-0.643579008","45.749778854","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170780662","17138",2025,"CLINIQUE DE L'ATLANTIQUE","private for profit","26 RUE DU MOULIN DES JUSTICES",17138,"PUILBOREAU","-1.126685903","46.173594926","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170782981","17000",2025,"HÔPITAL MARIUS LACROIX","public","208 RUE MARIUS LACROIX",17022,"LA ROCHELLE","-1.13679633","46.174444388","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170785059","17000",2025,"ADA 17 - LA ROCHELLE","private for profit","6 RUE ALEXANDER FLEMING",17019,"LA ROCHELLE","-1.156039871","46.149034208","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170792212","17100",2025,"ADA 17 : UNITE DE SAINTES","private for profit","15 RUE DE L ALMA",17100,"SAINTES","-0.648061612","45.74551423","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170794929","17640",2025,"ADA 17 - UNITE DE VAUX-SUR-MER","private for profit","35 AVENUE ST SORDELIN",17640,"VAUX SUR MER","-1.060354606","45.64511203","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170795165","17400",2025,"ADA 17 : UNITE DE ST JEAN D'ANGELY","private for profit","17 RUE DE COMPORTE",17400,"SAINT JEAN D ANGELY","-0.532009759","45.948950439","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170802656","17300",2025,"ADA 17 : UNITE DE ROCHEFORT","private for profit","1 AVENUE DE BELIGON",17300,"ROCHEFORT","-0.962757477","45.966748901","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"170804090","17550",2025,"ADA 17 : UNITE DE DOLUS D'OLERON","private for profit","6 RUE THOMAS EDISON",17550,"DOLUS D OLERON","-1.261314789","45.905620383","17","CHARENTE-MARITIME","75","NOUVELLE-AQUITAINE",0,0
"180000010","18000",2025,"CH BOURGES - JACQUES COEUR","public","145 AVENUE F MITTERAND",18020,"BOURGES","2.4379069757","47.083625547","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180000200","18100",2025,"CH DE VIERZON","public","33 RUE LEO MERIGOT",18102,"VIERZON","2.0521176646","47.22764774","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180000283","18200",2025,"CH SAINT AMAND-MONTROND","public","44 AVENUE JEAN JAURES",18200,"SAINT AMAND MONTROND","2.4950631073","46.725609124","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180000358","18200",2020,"CLINIQUE DES GRAINETIERES","private for profit","PLACE DE JUILLET",18206,"SAINT AMAND MONTROND","2.5055918983","46.725474856","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180004145","18230",2025,"HÔPITAL PRIVÉ GUILLAUME DE VARYE","private for profit","210 ROUTE DE VOUZERON",18230,"SAINT DOULCHARD","2.3565450503","47.106448084","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180005662","18100",2025,"A.R.A.U.C.O. VIERZON","private for profit","5 RUE BLANQUI",18100,"VIERZON","2.0506149979","47.228166637","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180005811","18240",2025,"A.R.A.U.C.O. BELLEVILLE","private for profit","PLACE JEAN MOULIN",18240,"BELLEVILLE SUR LOIRE","2.8483425295","47.50581836","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180005829","18000",2025,"A.R.A.U.C.O. BOURGES","private for profit","151 AVENUE FRANCOIS MITTERRAND",18000,"BOURGES","2.4332269293","47.083701733","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180006397","18200",2025,"A.R.A.U.C.O. SAINT-AMAND-MONTROND","private for profit","CHEMIN DE LA GRAINETIERE",18200,"SAINT AMAND MONTROND","2.5110506037","46.735817096","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180008476","18700",2018,"CENTRE NÉPHROLOGIQUE AUBIGNY SUR NERE","private for profit","RUE DES FOULONS",18700,"AUBIGNY SUR NERE","2.4378519743","47.489762122","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"180010209","18200",2025,"POLE SANTÉ PRIVÉ-PUBLIC ST AMANDOIS-ET","private not-for-profit","44 AVENUE JEAN JAURES",18206,"SAINT AMAND MONTROND","2.4950631073","46.725609124","18","CHER","24","CENTRE-VAL DE LOIRE",0,0
"190000018","19100",2025,"CH DUBOIS BRIVE","public","3 BOULEVARD DOCTEUR VERLHAC",19312,"BRIVE LA GAILLARDE","1.5338467909","45.167947679","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190000026","19000",2025,"CH COEUR DE CORREZE","public","3 PLACE DOCTEUR MASCHAT",19012,"TULLE","1.7693767491","45.270635088","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190000034","19110",2025,"HL DE BORT LES ORGUES","public","190 RUE GUSTAVE PARRE",19110,"BORT LES ORGUES","2.4968963992","45.392848441","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190000091","19200",2025,"CH D'USSEL","public","2 AVENUE DU DOCTEUR ROULLET",19208,"USSEL","2.3131977278","45.544444396","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190000224","19100",2025,"CLINIQUE LES CEDRES BRIVE","private for profit","IMPASSE DES CEDRES",19316,"BRIVE LA GAILLARDE","1.5014146668","45.161077822","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190000257","19100",2019,"CLINIQUE SAINT-GERMAIN BRIVE","private for profit","12 BOULEVARD PAINLEVE",19316,"BRIVE LA GAILLARDE","1.5389503266","45.168005598","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190010512","19200",2025,"UNITÉ DE DIALYSE USSEL","private for profit","2 AVENUE DU DOCTEUR ROULLET",19200,"USSEL","2.3131977278","45.544444396","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190010553","19100",2025,"UNITÉ DE DIALYSE BRIVE","private for profit","1 BOULEVARD DOCTEUR VERLHAC",19100,"BRIVE LA GAILLARDE","1.5332373414","45.167885638","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190010892","19200",2025,"CH TULLE - ANTENNE SMUR USSEL","public","2 AVENUE DU DOCTEUR ROULLET",19200,"USSEL","2.3131977278","45.544444396","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190013219","19000",2025,"CH DUBOIS - SITE CH COEUR CORREZE","public","3 PLACE DOCTEUR MASCHAT",19012,"TULLE","1.7693767491","45.270635088","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"190013482","19100",2025,"CH BRIVE - SAINT GERMAIN","public","12 BOULEVARD PAINLEVE",19100,"BRIVE LA GAILLARDE","1.5389503266","45.168005598","19","CORRÈZE","75","NOUVELLE-AQUITAINE",0,0
"210001483","21400",2025,"UNITÉ DE DIALYSE DE CHATILLON","private for profit","RUE CLAUDE PETIET",21400,"CHATILLON SUR SEINE","4.5597605786","47.86182582","21","CÔTE-D OR","27","BOURGOGNE-FRANCHE-COMTÉ",0,0
"210001889","21000",2025,"CENTRE DE DIALYSE DE DIJON DREVON","private for profit","7 RUE DES PRINCES DE CONDE",21000,"DIJON","5.0432647414","47.3125362","21","CÔTE-D OR","27","BOURGOGNE-FRANCHE-COMTÉ",0,0
"210001939","21000",2025,"UNITÉ DE DIALYSE DIJON BREUCHILLIERE","private for profit","14 RUE DE LA BREUCHILLIÈRE",21000,"DIJON","5.0763045622","47.345819228","21","CÔTE-D OR","27","BOURGOGNE-FRANCHE-COMTÉ",0,0
"210006318","21000",2014,"CLINIQUE CLEMENT DREVON","private for profit",NA,NA,NA,NA,NA,"21","CÔTE-D OR","27","BOURGOGNE-FRANCHE-COMTÉ",0,0
